shipment_id,merchant_id,order_id,courier,shipment_status,delivery_attempts,rto_status,shipping_cost,delivery_days,pincode,area,city
SHP004830,M001,ORD005273,BlueDart,in_transit,2,no,73.01,3,560102,HSR Layout,Bangalore
SHP004831,M001,ORD007702,Xpressbees,delivered,2,no,142.38,2,560102,HSR Layout,Bangalore
SHP004832,M001,ORD005699,Delhivery,delivered,2,no,135.69,2,560100,Electronic City,Bangalore
SHP004833,M001,ORD006450,Ecom Express,delivered,1,no,78.16,2,560071,Domlur,Bangalore
SHP004834,M001,ORD006756,Shiprocket,in_transit,2,no,129.53,4,560100,Electronic City,Bangalore
SHP004835,M001,ORD005945,Shiprocket,delivered,1,no,47.79,2,560102,HSR Layout,Bangalore
SHP004836,M001,ORD007697,Shiprocket,delivered,2,no,56.18,3,560037,Brookefield,Bangalore
SHP004837,M001,ORD008297,Shiprocket,in_transit,1,no,102.89,4,560103,Bellandur,Bangalore
SHP004838,M001,ORD007666,Shiprocket,delivered,1,no,86.94,3,560037,Marathahalli,Bangalore
SHP004839,M001,ORD006107,Shiprocket,delivered,1,no,69.97,3,560037,Brookefield,Bangalore
SHP004840,M001,ORD009113,Delhivery,delivered,2,no,102.17,5,560037,Marathahalli,Bangalore
SHP004841,M001,ORD007832,Delhivery,delivered,1,no,73.2,5,560003,Malleshwaram,Bangalore
SHP004842,M001,ORD009370,BlueDart,delivered,1,no,92.17,4,560037,Marathahalli,Bangalore
SHP004843,M001,ORD009371,BlueDart,in_transit,2,no,52.79,2,560066,Whitefield,Bangalore
SHP004844,M001,ORD006598,Xpressbees,delivered,1,no,110.51,2,560066,Whitefield,Bangalore
SHP004845,M001,ORD008102,Shiprocket,in_transit,1,no,103.5,3,560037,Brookefield,Bangalore
SHP004846,M001,ORD008717,Ecom Express,delivered,2,no,66.94,5,560066,Whitefield,Bangalore
SHP004847,M001,ORD006483,Shiprocket,delivered,1,no,71.27,4,560103,Bellandur,Bangalore
SHP004848,M001,ORD009083,Xpressbees,failed_delivery,3,no,206.96,3,560100,Electronic City,Bangalore
SHP004849,M001,ORD005820,Shiprocket,delivered,1,no,133.9,1,560071,Domlur,Bangalore
SHP004850,M001,ORD006318,BlueDart,failed_delivery,2,no,58.93,9,560041,Jayanagar,Bangalore
SHP004851,M001,ORD005127,BlueDart,delivered,1,no,69.68,2,560041,Jayanagar,Bangalore
SHP004852,M001,ORD009053,Shiprocket,in_transit,1,no,138.24,4,560037,Marathahalli,Bangalore
SHP004853,M001,ORD008019,Xpressbees,delivered,1,no,146.79,2,560103,Bellandur,Bangalore
SHP004854,M001,ORD005031,BlueDart,rto,2,yes,92.48,5,560003,Malleshwaram,Bangalore
SHP004855,M001,ORD009159,Delhivery,delivered,1,no,134.42,1,560100,Electronic City,Bangalore
SHP004856,M001,ORD006738,Xpressbees,failed_delivery,1,no,130.56,7,560064,Yelahanka,Bangalore
SHP004857,M001,ORD006408,Ecom Express,delivered,3,no,81.87,3,560066,Whitefield,Bangalore
SHP004858,M001,ORD009922,Xpressbees,delivered,1,no,93.77,4,560034,Koramangala,Bangalore
SHP004859,M001,ORD009995,Shiprocket,failed_delivery,2,no,117.83,6,560060,Kengeri,Bangalore
SHP004860,M001,ORD009690,BlueDart,delivered,1,no,121.05,4,560103,Bellandur,Bangalore
SHP004861,M001,ORD008560,Ecom Express,delivered,1,no,143.41,1,560037,Marathahalli,Bangalore
SHP004862,M001,ORD006542,Ecom Express,delivered,2,no,172.09,5,560100,Electronic City,Bangalore
SHP004863,M001,ORD008015,Ecom Express,delivered,1,no,81.45,4,560003,Malleshwaram,Bangalore
SHP004864,M001,ORD005579,Delhivery,delivered,1,no,166.98,1,560100,Electronic City,Bangalore
SHP004865,M001,ORD009454,Ecom Express,in_transit,2,no,127.8,3,560035,Sarjapur Road,Bangalore
SHP004866,M001,ORD008268,Ecom Express,rto,1,yes,91.79,3,560066,Whitefield,Bangalore
SHP004867,M001,ORD008466,BlueDart,delivered,1,no,97.99,2,560038,Indiranagar,Bangalore
SHP004868,M001,ORD009009,BlueDart,failed_delivery,3,no,146.88,5,560066,Whitefield,Bangalore
SHP004869,M001,ORD005663,Shiprocket,failed_delivery,2,no,88.08,4,560078,JP Nagar,Bangalore
SHP004870,M001,ORD009654,Xpressbees,in_transit,1,no,84.65,1,560066,Whitefield,Bangalore
SHP004871,M001,ORD008962,Delhivery,in_transit,1,no,88.6,3,560085,Banashankari,Bangalore
SHP004872,M001,ORD009653,Ecom Express,delivered,1,no,149.66,3,560037,Brookefield,Bangalore
SHP004873,M001,ORD006027,Ecom Express,in_transit,1,no,63.84,4,560048,Mahadevapura,Bangalore
SHP004874,M001,ORD007802,Shiprocket,rto,2,yes,182.08,5,560100,Electronic City,Bangalore
SHP004875,M001,ORD007367,Xpressbees,in_transit,1,no,93.4,2,560038,Indiranagar,Bangalore
SHP004876,M001,ORD009555,Ecom Express,failed_delivery,3,no,59.8,9,560034,Koramangala,Bangalore
SHP004877,M001,ORD006646,Shiprocket,delivered,1,no,69.34,5,560103,Bellandur,Bangalore
SHP004878,M001,ORD008135,Ecom Express,delivered,1,no,51.44,2,560037,Brookefield,Bangalore
SHP004879,M001,ORD007976,BlueDart,delivered,1,no,112.63,1,560035,Sarjapur Road,Bangalore
SHP004880,M001,ORD005809,Shiprocket,in_transit,1,no,66.73,2,560066,Whitefield,Bangalore
SHP004881,M001,ORD008247,Ecom Express,delivered,1,no,112.52,3,560037,Marathahalli,Bangalore
SHP004882,M001,ORD005482,BlueDart,delivered,1,no,78.98,1,560076,BTM Layout,Bangalore
SHP004883,M001,ORD009542,Ecom Express,delivered,1,no,101.85,2,560008,Ulsoor,Bangalore
SHP004884,M001,ORD005916,Xpressbees,delivered,1,no,105.86,5,560034,Koramangala,Bangalore
SHP004885,M001,ORD009800,Shiprocket,delivered,1,no,63.5,1,560038,Indiranagar,Bangalore
SHP004886,M001,ORD008964,BlueDart,delivered,1,no,147.85,1,560103,Bellandur,Bangalore
SHP004887,M001,ORD008398,BlueDart,failed_delivery,1,no,77.17,8,560003,Malleshwaram,Bangalore
SHP004888,M001,ORD006924,Delhivery,in_transit,2,no,100.8,3,560017,Old Airport Road,Bangalore
SHP004889,M001,ORD006895,Shiprocket,delivered,2,no,97.44,1,560008,Ulsoor,Bangalore
SHP004890,M001,ORD005475,Delhivery,delivered,1,no,117.75,1,560100,Electronic City,Bangalore
SHP004891,M001,ORD006403,Ecom Express,delivered,1,no,139.96,3,560017,Old Airport Road,Bangalore
SHP004892,M001,ORD008085,Delhivery,rto,2,yes,71.32,3,560103,Bellandur,Bangalore
SHP004893,M001,ORD005451,Ecom Express,delivered,2,no,76.84,1,560008,Ulsoor,Bangalore
SHP004894,M001,ORD006198,Xpressbees,in_transit,1,no,125.81,2,560008,Ulsoor,Bangalore
SHP004895,M001,ORD005847,Ecom Express,delivered,1,no,107.13,3,560100,Electronic City,Bangalore
SHP004896,M001,ORD005831,Shiprocket,delivered,1,no,178.74,4,560100,Electronic City,Bangalore
SHP004897,M001,ORD008439,Ecom Express,delivered,1,no,82.47,5,560071,Domlur,Bangalore
SHP004898,M001,ORD005335,Delhivery,delivered,2,no,61.23,4,560066,Whitefield,Bangalore
SHP004899,M001,ORD006729,Xpressbees,rto,2,yes,118.36,3,560066,Whitefield,Bangalore
SHP004900,M001,ORD008361,Shiprocket,in_transit,1,no,53.17,4,560066,Whitefield,Bangalore
SHP004901,M001,ORD008033,Ecom Express,delivered,1,no,118.92,5,560076,BTM Layout,Bangalore
SHP004902,M001,ORD005679,BlueDart,delivered,1,no,124.47,4,560066,Whitefield,Bangalore
SHP004903,M001,ORD005330,Delhivery,delivered,1,no,111.67,2,560103,Bellandur,Bangalore
SHP004904,M001,ORD008749,Ecom Express,in_transit,1,no,115.85,3,560066,Whitefield,Bangalore
SHP004905,M001,ORD009511,BlueDart,delivered,2,no,137.13,4,560100,Electronic City,Bangalore
SHP004906,M001,ORD006191,Delhivery,delivered,2,no,80.81,3,560017,Old Airport Road,Bangalore
SHP004907,M001,ORD007789,Ecom Express,delivered,1,no,127.43,3,560017,Old Airport Road,Bangalore
SHP004908,M001,ORD007414,Shiprocket,delivered,2,no,201.84,5,560035,Sarjapur Road,Bangalore
SHP004909,M001,ORD007025,BlueDart,delivered,1,no,122.62,5,560102,HSR Layout,Bangalore
SHP004910,M001,ORD006149,Xpressbees,delivered,2,no,125.57,3,560071,Domlur,Bangalore
SHP004911,M001,ORD007265,Shiprocket,delivered,1,no,98.43,4,560102,HSR Layout,Bangalore
SHP004912,M001,ORD007684,Shiprocket,in_transit,2,no,66.49,1,560102,HSR Layout,Bangalore
SHP004913,M001,ORD005759,BlueDart,in_transit,1,no,109.03,1,560100,Electronic City,Bangalore
SHP004914,M001,ORD008267,Ecom Express,delivered,1,no,102.62,4,560048,Mahadevapura,Bangalore
SHP004915,M001,ORD006757,BlueDart,delivered,1,no,49.54,4,560038,Indiranagar,Bangalore
SHP004916,M001,ORD006141,Delhivery,delivered,3,no,168.62,5,560100,Electronic City,Bangalore
SHP004917,M001,ORD008561,Ecom Express,in_transit,1,no,57.18,2,560017,Old Airport Road,Bangalore
SHP004918,M001,ORD005622,BlueDart,delivered,1,no,126.97,5,560103,Bellandur,Bangalore
SHP004919,M001,ORD006527,Xpressbees,delivered,1,no,60.76,2,560017,Old Airport Road,Bangalore
SHP004920,M001,ORD006494,Ecom Express,delivered,1,no,141.0,5,560103,Bellandur,Bangalore
SHP004921,M001,ORD007534,BlueDart,delivered,1,no,99.79,2,560066,Whitefield,Bangalore
SHP004922,M001,ORD009485,Xpressbees,delivered,2,no,191.55,2,560035,Sarjapur Road,Bangalore
SHP004923,M001,ORD006698,Delhivery,delivered,1,no,106.96,3,560041,Jayanagar,Bangalore
SHP004924,M001,ORD009296,BlueDart,in_transit,1,no,69.83,2,560004,Basavanagudi,Bangalore
SHP004925,M001,ORD005652,Ecom Express,delivered,1,no,141.05,3,560048,Mahadevapura,Bangalore
SHP004926,M001,ORD009701,Ecom Express,delivered,2,no,65.15,5,560071,Domlur,Bangalore
SHP004927,M001,ORD007535,Ecom Express,delivered,1,no,113.3,5,560102,HSR Layout,Bangalore
SHP004928,M001,ORD007601,BlueDart,delivered,1,no,102.79,1,560041,Jayanagar,Bangalore
SHP004929,M001,ORD009246,Shiprocket,delivered,2,no,61.12,4,560048,Mahadevapura,Bangalore
SHP004930,M001,ORD009598,Shiprocket,in_transit,2,no,60.05,2,560066,Whitefield,Bangalore
SHP004931,M001,ORD005957,BlueDart,delivered,1,no,95.34,1,560102,HSR Layout,Bangalore
SHP004932,M001,ORD009543,Delhivery,delivered,1,no,82.24,1,560038,Indiranagar,Bangalore
SHP004933,M001,ORD009421,Ecom Express,in_transit,2,no,158.95,3,560035,Sarjapur Road,Bangalore
SHP004934,M001,ORD009666,Delhivery,delivered,2,no,95.51,2,560102,HSR Layout,Bangalore
SHP004935,M001,ORD007310,Xpressbees,failed_delivery,1,no,90.83,7,560103,Bellandur,Bangalore
SHP004936,M001,ORD008119,BlueDart,rto,1,yes,102.59,7,560098,RR Nagar,Bangalore
SHP004937,M001,ORD009407,Delhivery,delivered,1,no,97.03,4,560048,Mahadevapura,Bangalore
SHP004938,M001,ORD008219,Shiprocket,delivered,1,no,93.87,5,560078,JP Nagar,Bangalore
SHP004939,M001,ORD005362,Delhivery,delivered,2,no,86.36,5,560103,Bellandur,Bangalore
SHP004940,M001,ORD006508,BlueDart,delivered,1,no,55.02,3,560103,Bellandur,Bangalore
SHP004941,M001,ORD009489,Delhivery,delivered,2,no,46.87,1,560102,HSR Layout,Bangalore
SHP004942,M001,ORD008217,Ecom Express,in_transit,2,no,46.74,3,560066,Whitefield,Bangalore
SHP004943,M001,ORD006145,Ecom Express,delivered,1,no,104.33,5,560034,Koramangala,Bangalore
SHP004944,M001,ORD007073,Ecom Express,delivered,2,no,63.03,3,560066,Whitefield,Bangalore
SHP004945,M001,ORD009786,Ecom Express,delivered,2,no,62.82,3,560004,Basavanagudi,Bangalore
SHP004946,M001,ORD005633,Xpressbees,in_transit,3,no,52.13,2,560034,Koramangala,Bangalore
SHP004947,M001,ORD009061,Shiprocket,delivered,1,no,110.84,5,560066,Whitefield,Bangalore
SHP004948,M001,ORD007236,Shiprocket,delivered,1,no,96.61,1,560066,Whitefield,Bangalore
SHP004949,M001,ORD008432,Shiprocket,rto,1,yes,69.12,5,560037,Marathahalli,Bangalore
SHP004950,M001,ORD005229,Delhivery,delivered,1,no,118.65,4,560036,KR Puram,Bangalore
SHP004951,M001,ORD005493,Delhivery,delivered,1,no,79.74,3,560066,Whitefield,Bangalore
SHP004952,M001,ORD008070,Shiprocket,delivered,1,no,57.78,1,560008,Ulsoor,Bangalore
SHP004953,M001,ORD007728,Ecom Express,delivered,2,no,189.99,4,560100,Electronic City,Bangalore
SHP004954,M001,ORD005765,BlueDart,in_transit,1,no,53.95,1,560037,Marathahalli,Bangalore
SHP004955,M001,ORD006779,Delhivery,failed_delivery,2,no,135.2,9,560036,KR Puram,Bangalore
SHP004956,M001,ORD006321,Delhivery,delivered,1,no,109.12,3,560066,Whitefield,Bangalore
SHP004957,M001,ORD007080,Delhivery,in_transit,1,no,49.8,4,560078,JP Nagar,Bangalore
SHP004958,M001,ORD008907,Ecom Express,delivered,1,no,174.45,5,560100,Electronic City,Bangalore
SHP004959,M001,ORD005012,BlueDart,delivered,1,no,138.57,1,560037,Marathahalli,Bangalore
SHP004960,M001,ORD005795,Delhivery,delivered,1,no,87.2,1,560004,Basavanagudi,Bangalore
SHP004961,M001,ORD009022,Ecom Express,delivered,1,no,142.5,4,560071,Domlur,Bangalore
SHP004962,M001,ORD007790,Xpressbees,in_transit,1,no,184.71,4,560035,Sarjapur Road,Bangalore
SHP004963,M001,ORD006498,Xpressbees,rto,2,yes,149.63,4,560034,Koramangala,Bangalore
SHP004964,M001,ORD009331,Ecom Express,delivered,1,no,174.98,2,560060,Kengeri,Bangalore
SHP004965,M001,ORD007738,Shiprocket,delivered,1,no,73.37,1,560102,HSR Layout,Bangalore
SHP004966,M001,ORD007873,Shiprocket,delivered,1,no,99.38,4,560078,JP Nagar,Bangalore
SHP004967,M001,ORD006617,BlueDart,delivered,1,no,125.11,5,560100,Electronic City,Bangalore
SHP004968,M001,ORD009783,Xpressbees,delivered,1,no,98.92,2,560102,HSR Layout,Bangalore
SHP004969,M001,ORD007296,BlueDart,rto,3,yes,146.92,5,560066,Whitefield,Bangalore
SHP004970,M001,ORD009946,Xpressbees,failed_delivery,1,no,75.81,7,560102,HSR Layout,Bangalore
SHP004971,M001,ORD005705,Xpressbees,delivered,2,no,72.55,3,560066,Whitefield,Bangalore
SHP004972,M001,ORD008909,Xpressbees,in_transit,1,no,109.22,3,560035,Sarjapur Road,Bangalore
SHP004973,M001,ORD007880,Delhivery,delivered,1,no,71.3,4,560040,Vijayanagar,Bangalore
SHP004974,M001,ORD009456,Xpressbees,delivered,2,no,121.09,2,560100,Electronic City,Bangalore
SHP004975,M001,ORD005199,BlueDart,delivered,2,no,154.98,4,560035,Sarjapur Road,Bangalore
SHP004976,M001,ORD008306,Xpressbees,delivered,1,no,134.36,5,560037,Marathahalli,Bangalore
SHP004977,M001,ORD005649,Ecom Express,delivered,2,no,47.09,3,560048,Mahadevapura,Bangalore
SHP004978,M001,ORD006882,Shiprocket,in_transit,1,no,57.06,2,560066,Whitefield,Bangalore
SHP004979,M001,ORD005993,Ecom Express,delivered,1,no,139.56,1,560102,HSR Layout,Bangalore
SHP004980,M001,ORD009612,Shiprocket,in_transit,1,no,73.35,4,560036,KR Puram,Bangalore
SHP004981,M001,ORD009452,Xpressbees,rto,1,yes,108.31,3,560035,Sarjapur Road,Bangalore
SHP004982,M001,ORD006741,Shiprocket,delivered,1,no,144.49,4,560076,BTM Layout,Bangalore
SHP004983,M001,ORD008770,Xpressbees,delivered,1,no,177.36,1,560100,Electronic City,Bangalore
SHP004984,M001,ORD007912,Xpressbees,delivered,1,no,65.7,1,560076,BTM Layout,Bangalore
SHP004985,M001,ORD008693,Xpressbees,delivered,1,no,84.11,2,560102,HSR Layout,Bangalore
SHP004986,M001,ORD005527,Delhivery,delivered,1,no,126.84,4,560076,Bannerghatta Road,Bangalore
SHP004987,M001,ORD008950,Delhivery,delivered,2,no,90.43,4,560103,Bellandur,Bangalore
SHP004988,M001,ORD008639,Xpressbees,in_transit,1,no,58.73,4,560066,Whitefield,Bangalore
SHP004989,M001,ORD005243,Delhivery,rto,3,yes,168.65,3,560100,Electronic City,Bangalore
SHP004990,M001,ORD009068,BlueDart,delivered,1,no,75.04,3,560037,Marathahalli,Bangalore
SHP004991,M001,ORD006481,Delhivery,rto,1,yes,60.57,5,560017,Old Airport Road,Bangalore
SHP004992,M001,ORD008258,Shiprocket,delivered,1,no,114.0,1,560048,Mahadevapura,Bangalore
SHP004993,M001,ORD005979,Shiprocket,delivered,1,no,75.72,1,560066,Whitefield,Bangalore
SHP004994,M001,ORD005236,Ecom Express,delivered,1,no,90.05,5,560102,HSR Layout,Bangalore
SHP004995,M001,ORD005258,Delhivery,delivered,1,no,94.03,5,560076,BTM Layout,Bangalore
SHP004996,M001,ORD006881,Xpressbees,failed_delivery,3,no,100.54,6,560066,Whitefield,Bangalore
SHP004997,M001,ORD007336,BlueDart,delivered,2,no,129.1,2,560048,Mahadevapura,Bangalore
SHP004998,M001,ORD008992,Shiprocket,rto,2,yes,94.72,4,560037,Brookefield,Bangalore
SHP004999,M001,ORD008488,Shiprocket,in_transit,1,no,52.7,3,560103,Bellandur,Bangalore
SHP005000,M001,ORD005840,Delhivery,delivered,1,no,106.17,1,560064,Jakkur,Bangalore
SHP005001,M001,ORD008872,BlueDart,delivered,1,no,55.71,3,560003,Malleshwaram,Bangalore
SHP005002,M001,ORD006024,BlueDart,in_transit,1,no,72.8,1,560034,Koramangala,Bangalore
SHP005003,M001,ORD007761,Ecom Express,delivered,1,no,57.76,5,560008,Ulsoor,Bangalore
SHP005004,M001,ORD008913,Delhivery,rto,2,yes,133.34,9,560100,Electronic City,Bangalore
SHP005005,M001,ORD009826,Shiprocket,rto,1,yes,172.84,7,560100,Electronic City,Bangalore
SHP005006,M001,ORD009991,Ecom Express,failed_delivery,1,no,168.01,5,560100,Electronic City,Bangalore
SHP005007,M001,ORD006129,Delhivery,delivered,1,no,112.52,5,560103,Bellandur,Bangalore
SHP005008,M001,ORD007371,Ecom Express,delivered,3,no,95.97,2,560071,Domlur,Bangalore
SHP005009,M001,ORD007269,Delhivery,delivered,1,no,96.76,2,560066,Whitefield,Bangalore
SHP005010,M001,ORD008926,Ecom Express,delivered,1,no,74.06,3,560034,Koramangala,Bangalore
SHP005011,M001,ORD006250,Ecom Express,delivered,1,no,66.75,2,560066,Whitefield,Bangalore
SHP005012,M001,ORD006786,Delhivery,delivered,1,no,99.02,3,560040,Vijayanagar,Bangalore
SHP005013,M001,ORD008415,BlueDart,failed_delivery,2,no,96.52,3,560038,Indiranagar,Bangalore
SHP005014,M001,ORD007896,Delhivery,delivered,1,no,115.13,3,560103,Bellandur,Bangalore
SHP005015,M001,ORD008784,Xpressbees,delivered,2,no,102.14,3,560076,BTM Layout,Bangalore
SHP005016,M001,ORD009863,Shiprocket,delivered,3,no,94.14,4,560076,BTM Layout,Bangalore
SHP005017,M001,ORD006513,Shiprocket,delivered,2,no,118.78,5,560035,Sarjapur Road,Bangalore
SHP005018,M001,ORD006084,Xpressbees,delivered,2,no,67.97,5,560008,Ulsoor,Bangalore
SHP005019,M001,ORD008760,Xpressbees,delivered,1,no,111.33,5,560060,Kengeri,Bangalore
SHP005020,M001,ORD009406,Delhivery,delivered,1,no,130.54,5,560034,Koramangala,Bangalore
SHP005021,M001,ORD007704,Shiprocket,delivered,2,no,108.25,2,560100,Electronic City,Bangalore
SHP005022,M001,ORD009735,Xpressbees,in_transit,2,no,50.88,2,560037,Marathahalli,Bangalore
SHP005023,M001,ORD008946,BlueDart,delivered,1,no,88.7,5,560017,Old Airport Road,Bangalore
SHP005024,M001,ORD005761,Xpressbees,delivered,1,no,56.29,4,560071,Domlur,Bangalore
SHP005025,M001,ORD005977,Delhivery,delivered,1,no,85.61,1,560102,HSR Layout,Bangalore
SHP005026,M001,ORD005458,Xpressbees,delivered,2,no,65.55,5,560103,Bellandur,Bangalore
SHP005027,M001,ORD005875,Xpressbees,delivered,2,no,77.55,3,560078,JP Nagar,Bangalore
SHP005028,M001,ORD006327,Ecom Express,rto,2,yes,102.25,7,560017,Old Airport Road,Bangalore
SHP005029,M001,ORD008472,Ecom Express,delivered,1,no,72.42,4,560048,Mahadevapura,Bangalore
SHP005030,M001,ORD005876,Delhivery,delivered,1,no,117.95,2,560103,Bellandur,Bangalore
SHP005031,M001,ORD005836,Shiprocket,in_transit,1,no,131.86,3,560034,Koramangala,Bangalore
SHP005032,M001,ORD009824,Xpressbees,delivered,1,no,150.74,1,560035,Sarjapur Road,Bangalore
SHP005033,M001,ORD009350,Shiprocket,failed_delivery,3,no,126.19,5,560071,Domlur,Bangalore
SHP005034,M001,ORD005083,Ecom Express,delivered,1,no,128.65,1,560076,BTM Layout,Bangalore
SHP005035,M001,ORD008801,Delhivery,delivered,2,no,116.93,3,560034,Koramangala,Bangalore
SHP005036,M001,ORD009870,Shiprocket,delivered,2,no,160.87,5,560100,Electronic City,Bangalore
SHP005037,M001,ORD007760,BlueDart,delivered,2,no,102.02,3,560078,JP Nagar,Bangalore
SHP005038,M001,ORD007974,Delhivery,delivered,1,no,103.85,4,560066,Whitefield,Bangalore
SHP005039,M001,ORD007939,BlueDart,rto,3,yes,93.92,7,560103,Bellandur,Bangalore
SHP005040,M001,ORD005077,Xpressbees,delivered,1,no,56.69,4,560066,Whitefield,Bangalore
SHP005041,M001,ORD007234,BlueDart,delivered,1,no,148.2,3,560048,Mahadevapura,Bangalore
SHP005042,M001,ORD007233,Shiprocket,rto,3,yes,84.52,7,560036,KR Puram,Bangalore
SHP005043,M001,ORD006758,Ecom Express,failed_delivery,3,no,138.07,6,560102,HSR Layout,Bangalore
SHP005044,M001,ORD007730,Xpressbees,in_transit,2,no,97.98,1,560076,BTM Layout,Bangalore
SHP005045,M001,ORD009952,Delhivery,delivered,1,no,123.5,2,560003,Malleshwaram,Bangalore
SHP005046,M001,ORD007851,Ecom Express,delivered,1,no,51.0,4,560040,Vijayanagar,Bangalore
SHP005047,M001,ORD005297,Xpressbees,rto,1,yes,121.49,3,560103,Bellandur,Bangalore
SHP005048,M001,ORD009961,Delhivery,delivered,2,no,50.44,5,560036,KR Puram,Bangalore
SHP005049,M001,ORD007213,Ecom Express,in_transit,2,no,104.21,2,560034,Koramangala,Bangalore
SHP005050,M001,ORD009420,Xpressbees,delivered,1,no,145.93,4,560037,Marathahalli,Bangalore
SHP005051,M001,ORD007220,BlueDart,delivered,1,no,123.91,3,560100,Electronic City,Bangalore
SHP005052,M001,ORD006496,Shiprocket,delivered,1,no,126.24,2,560071,Domlur,Bangalore
SHP005053,M001,ORD006331,Ecom Express,failed_delivery,3,no,169.02,7,560100,Electronic City,Bangalore
SHP005054,M001,ORD008521,Xpressbees,delivered,1,no,97.55,4,560071,Domlur,Bangalore
SHP005055,M001,ORD006289,Xpressbees,in_transit,1,no,80.67,4,560103,Bellandur,Bangalore
SHP005056,M001,ORD008845,Xpressbees,failed_delivery,2,no,84.66,8,560008,Ulsoor,Bangalore
SHP005057,M001,ORD005019,Delhivery,delivered,1,no,68.45,4,560034,Koramangala,Bangalore
SHP005058,M001,ORD007505,BlueDart,failed_delivery,3,no,59.06,8,560038,Indiranagar,Bangalore
SHP005059,M001,ORD005963,Ecom Express,delivered,2,no,65.11,2,560001,MG Road,Bangalore
SHP005060,M001,ORD008406,Delhivery,delivered,2,no,127.72,5,560034,Koramangala,Bangalore
SHP005061,M001,ORD005388,Shiprocket,in_transit,1,no,106.96,1,560003,Malleshwaram,Bangalore
SHP005062,M001,ORD009736,Shiprocket,delivered,1,no,87.04,3,560034,Koramangala,Bangalore
SHP005063,M001,ORD005026,Delhivery,delivered,1,no,198.42,3,560100,Electronic City,Bangalore
SHP005064,M001,ORD006601,Ecom Express,in_transit,1,no,55.38,4,560001,MG Road,Bangalore
SHP005065,M001,ORD008212,BlueDart,in_transit,1,no,154.34,1,560100,Electronic City,Bangalore
SHP005066,M001,ORD006645,Delhivery,delivered,2,no,122.23,1,560076,BTM Layout,Bangalore
SHP005067,M001,ORD006630,Ecom Express,delivered,1,no,110.17,4,560066,Whitefield,Bangalore
SHP005068,M001,ORD008672,Xpressbees,delivered,2,no,75.86,2,560034,Koramangala,Bangalore
SHP005069,M001,ORD005897,Shiprocket,failed_delivery,3,no,101.54,7,560100,Electronic City,Bangalore
SHP005070,M001,ORD005815,Delhivery,delivered,1,no,54.42,1,560102,HSR Layout,Bangalore
SHP005071,M001,ORD005223,Xpressbees,delivered,2,no,67.29,4,560071,Domlur,Bangalore
SHP005072,M001,ORD005049,Shiprocket,delivered,1,no,124.17,4,560066,Whitefield,Bangalore
SHP005073,M001,ORD008502,Shiprocket,in_transit,1,no,72.45,2,560036,KR Puram,Bangalore
SHP005074,M001,ORD008660,Xpressbees,delivered,1,no,50.67,2,560103,Bellandur,Bangalore
SHP005075,M001,ORD009409,BlueDart,failed_delivery,2,no,189.66,4,560060,Kengeri,Bangalore
SHP005076,M001,ORD006308,Delhivery,delivered,1,no,126.51,3,560102,HSR Layout,Bangalore
SHP005077,M001,ORD007525,BlueDart,delivered,1,no,57.94,2,560017,Old Airport Road,Bangalore
SHP005078,M001,ORD009632,Ecom Express,delivered,1,no,97.65,5,560066,Whitefield,Bangalore
SHP005079,M001,ORD007089,Xpressbees,delivered,1,no,62.94,3,560037,Marathahalli,Bangalore
SHP005080,M001,ORD005025,Ecom Express,delivered,1,no,168.13,4,560100,Electronic City,Bangalore
SHP005081,M001,ORD008569,Shiprocket,delivered,1,no,146.11,3,560100,Electronic City,Bangalore
SHP005082,M001,ORD009907,Ecom Express,delivered,1,no,76.07,3,560103,Bellandur,Bangalore
SHP005083,M001,ORD005073,Xpressbees,delivered,2,no,69.39,5,560036,KR Puram,Bangalore
SHP005084,M001,ORD006222,Ecom Express,delivered,1,no,81.85,4,560102,HSR Layout,Bangalore
SHP005085,M001,ORD007087,Shiprocket,rto,1,yes,118.79,6,560103,Bellandur,Bangalore
SHP005086,M001,ORD007314,Delhivery,delivered,1,no,100.72,2,560102,HSR Layout,Bangalore
SHP005087,M001,ORD009471,Delhivery,in_transit,1,no,136.69,3,560060,Kengeri,Bangalore
SHP005088,M001,ORD007342,Ecom Express,delivered,1,no,46.67,4,560036,KR Puram,Bangalore
SHP005089,M001,ORD005541,Ecom Express,rto,1,yes,51.72,7,560003,Malleshwaram,Bangalore
SHP005090,M001,ORD006059,Ecom Express,failed_delivery,3,no,46.9,8,560038,Indiranagar,Bangalore
SHP005091,M001,ORD006817,Delhivery,in_transit,2,no,50.15,1,560066,Whitefield,Bangalore
SHP005092,M001,ORD005770,BlueDart,delivered,2,no,117.67,2,560004,Basavanagudi,Bangalore
SHP005093,M001,ORD008649,Shiprocket,rto,2,yes,90.61,9,560024,Hebbal,Bangalore
SHP005094,M001,ORD008683,BlueDart,delivered,2,no,116.21,2,560034,Koramangala,Bangalore
SHP005095,M001,ORD006714,BlueDart,in_transit,1,no,96.8,3,560037,Marathahalli,Bangalore
SHP005096,M001,ORD009730,Shiprocket,failed_delivery,1,no,120.23,7,560100,Electronic City,Bangalore
SHP005097,M001,ORD006344,Shiprocket,in_transit,1,no,48.92,3,560048,Mahadevapura,Bangalore
SHP005098,M001,ORD008450,BlueDart,delivered,1,no,124.67,2,560060,Kengeri,Bangalore
