expense_id,merchant_id,expense_date,category,subcategory,amount,payment_mode,vendor_name,approval_status
EXP001244,M001,2024-04-26,salaries,incentives,12799.47,bank_transfer,Ecom Express,approved
EXP001245,M001,2024-11-09,salaries,overtime,33207.38,UPI,AdGrowth Marketing,approved
EXP001246,M001,2024-08-08,shipping,last_mile,9824.6,UPI,AdGrowth Marketing,approved
EXP001247,M001,2024-08-11,payment_gateway,dispute_fee,5453.41,UPI,Ecom Express,approved
EXP001248,M001,2024-01-11,shipping,air_freight,8381.33,card,AdGrowth Marketing,approved
EXP001249,M001,2024-08-21,marketing,influencer,13529.93,UPI,AdGrowth Marketing,approved
EXP001250,M001,2024-03-10,salaries,contract,29912.12,UPI,Razorpay Fees,rejected
EXP001251,M001,2024-04-30,marketing,SEO,16919.49,card,Shiprocket,approved
EXP001252,M001,2024-09-30,shipping,reverse_logistics,5056.28,UPI,Razorpay Fees,approved
EXP001253,M001,2024-08-31,warehouse,utilities,8040.33,card,Urban Warehouse Services,pending
EXP001254,M001,2024-09-26,warehouse,utilities,24563.48,card,Delhivery,pending
EXP001255,M001,2024-01-16,warehouse,staff,3578.19,UPI,BlueDart,approved
EXP001256,M001,2024-06-13,packaging,boxes,7037.63,cash,Urban Warehouse Services,approved
EXP001257,M001,2024-06-16,packaging,boxes,9365.97,card,BlueDart,approved
EXP001258,M001,2024-03-21,salaries,contract,28490.23,card,Cashfree Fees,approved
EXP001259,M001,2024-05-17,salaries,overtime,18661.44,bank_transfer,Xpressbees,approved
EXP001260,M001,2024-12-13,marketing,email_campaigns,4287.04,UPI,Shiprocket,rejected
EXP001261,M001,2024-10-22,shipping,last_mile,6524.19,bank_transfer,Xpressbees,approved
EXP001262,M001,2024-04-20,warehouse,utilities,29832.12,card,Razorpay Fees,pending
EXP001263,M001,2024-10-02,marketing,email_campaigns,20963.94,cash,Delhivery,approved
EXP001264,M001,2024-10-02,payment_gateway,settlement_charge,6983.45,UPI,Urban Warehouse Services,rejected
EXP001265,M001,2024-02-15,marketing,influencer,26288.65,cash,Razorpay Fees,approved
EXP001266,M001,2024-10-07,marketing,SEO,11700.24,UPI,Ecom Express,approved
EXP001267,M001,2024-07-31,shipping,reverse_logistics,2474.83,cash,Shiprocket,approved
EXP001268,M001,2024-01-13,marketing,email_campaigns,20001.96,card,Xpressbees,pending
EXP001269,M001,2024-10-31,shipping,last_mile,10310.19,bank_transfer,BlueDart,approved
EXP001270,M001,2024-11-16,salaries,overtime,17859.38,card,Bangalore Packaging Co,approved
EXP001271,M001,2024-05-07,payment_gateway,dispute_fee,1731.31,bank_transfer,Ecom Express,approved
EXP001272,M001,2024-09-27,marketing,digital_ads,26975.62,cash,Shiprocket,approved
EXP001273,M001,2024-03-17,marketing,email_campaigns,14445.36,bank_transfer,Delhivery,approved
EXP001274,M001,2024-01-27,refunds,customer_refund,8501.32,cash,Shiprocket,approved
EXP001275,M001,2024-05-27,warehouse,staff,6842.84,card,Xpressbees,approved
EXP001276,M001,2024-07-30,marketing,email_campaigns,24944.55,bank_transfer,Razorpay Fees,approved
EXP001277,M001,2024-12-06,shipping,surface,3448.58,card,Razorpay Fees,approved
EXP001278,M001,2024-05-12,salaries,overtime,7588.34,card,Xpressbees,rejected
EXP001279,M001,2024-10-18,payment_gateway,dispute_fee,1701.71,UPI,Razorpay Fees,approved
EXP001280,M001,2024-07-25,shipping,surface,10305.6,UPI,Delhivery,approved
EXP001281,M001,2024-11-16,salaries,overtime,13075.1,UPI,Shiprocket,approved
EXP001282,M001,2024-05-23,shipping,surface,3161.11,UPI,BlueDart,approved
EXP001283,M001,2024-11-10,warehouse,utilities,28234.9,bank_transfer,Shiprocket,approved
EXP001284,M001,2024-11-19,salaries,contract,20293.5,card,Shiprocket,rejected
EXP001285,M001,2024-10-27,refunds,partial_refund,8985.41,UPI,AdGrowth Marketing,rejected
EXP001286,M001,2024-08-12,warehouse,rent,27239.35,bank_transfer,Xpressbees,approved
EXP001287,M001,2024-08-18,marketing,influencer,22954.96,bank_transfer,BlueDart,rejected
EXP001288,M001,2024-07-23,salaries,incentives,37027.64,UPI,Delhivery,approved
EXP001289,M001,2024-02-02,shipping,reverse_logistics,3454.47,bank_transfer,Bangalore Packaging Co,approved
EXP001290,M001,2024-05-01,marketing,influencer,25566.41,bank_transfer,Urban Warehouse Services,approved
EXP001291,M001,2024-10-27,warehouse,utilities,20363.31,UPI,Cashfree Fees,approved
EXP001292,M001,2024-04-10,payment_gateway,dispute_fee,3385.26,bank_transfer,BlueDart,approved
EXP001293,M001,2024-11-25,salaries,incentives,34726.46,UPI,BlueDart,approved
EXP001294,M001,2024-01-11,shipping,surface,14324.63,bank_transfer,Delhivery,approved
EXP001295,M001,2024-02-15,refunds,chargeback,3740.18,bank_transfer,Bangalore Packaging Co,approved
EXP001296,M001,2024-10-20,payment_gateway,transaction_fee,4410.34,bank_transfer,AdGrowth Marketing,approved
EXP001297,M001,2024-11-25,packaging,bubble_wrap,6352.03,card,BlueDart,approved
EXP001298,M001,2024-05-07,software,licenses,4219.07,bank_transfer,AdGrowth Marketing,approved
EXP001299,M001,2024-12-25,shipping,surface,9253.51,bank_transfer,Urban Warehouse Services,approved
EXP001300,M001,2024-08-19,packaging,tape,7347.96,bank_transfer,Delhivery,approved
EXP001301,M001,2024-07-04,shipping,last_mile,5288.67,card,Bangalore Packaging Co,approved
EXP001302,M001,2024-12-27,packaging,bubble_wrap,138.43,bank_transfer,Delhivery,approved
EXP001303,M001,2024-12-26,cloud,AWS,5521.54,bank_transfer,Cashfree Fees,approved
EXP001304,M001,2024-02-01,salaries,full_time,17681.84,UPI,Razorpay Fees,approved
EXP001305,M001,2024-06-07,packaging,labels,1239.99,cash,Shiprocket,rejected
EXP001306,M001,2024-06-27,marketing,influencer,13521.26,bank_transfer,Urban Warehouse Services,approved
EXP001307,M001,2024-03-01,marketing,email_campaigns,17168.59,card,BlueDart,approved
EXP001308,M001,2024-06-16,salaries,incentives,14580.83,card,Shiprocket,approved
EXP001309,M001,2024-07-02,marketing,digital_ads,22356.85,bank_transfer,Xpressbees,approved
EXP001310,M001,2024-10-03,shipping,last_mile,545.27,bank_transfer,Xpressbees,pending
EXP001311,M001,2024-01-23,warehouse,staff,6483.81,card,Shiprocket,approved
EXP001312,M001,2024-10-15,returns,quality_check,2046.93,UPI,Urban Warehouse Services,rejected
EXP001313,M001,2024-11-13,salaries,contract,39273.97,UPI,Bangalore Packaging Co,approved
EXP001314,M001,2024-11-06,returns,reverse_pickup,4491.84,bank_transfer,Xpressbees,approved
EXP001315,M001,2024-05-24,marketing,digital_ads,3982.7,cash,AdGrowth Marketing,approved
EXP001316,M001,2024-01-08,marketing,influencer,28520.65,UPI,Xpressbees,approved
EXP001317,M001,2024-06-22,salaries,full_time,18211.42,card,Razorpay Fees,approved
EXP001318,M001,2024-08-24,packaging,tape,5640.16,UPI,Xpressbees,approved
EXP001319,M001,2024-09-24,returns,restocking,7038.93,card,Bangalore Packaging Co,approved
EXP001320,M001,2024-06-12,salaries,full_time,10541.41,UPI,Bangalore Packaging Co,approved
EXP001321,M001,2024-12-24,warehouse,utilities,12910.52,UPI,Ecom Express,approved
EXP001322,M001,2024-01-04,returns,quality_check,5961.86,bank_transfer,Delhivery,approved
EXP001323,M001,2024-03-19,warehouse,utilities,21425.63,bank_transfer,Delhivery,approved
EXP001324,M001,2024-02-21,warehouse,rent,23414.29,card,Delhivery,approved
EXP001325,M001,2024-06-13,salaries,contract,7234.66,card,Xpressbees,approved
EXP001326,M001,2024-04-24,salaries,full_time,37748.42,UPI,Delhivery,approved
EXP001327,M001,2024-09-24,shipping,air_freight,11011.34,bank_transfer,Urban Warehouse Services,pending
EXP001328,M001,2024-10-21,warehouse,rent,13224.02,card,Bangalore Packaging Co,approved
EXP001329,M001,2024-08-31,packaging,boxes,294.07,bank_transfer,Ecom Express,approved
EXP001330,M001,2024-04-10,packaging,bubble_wrap,9891.4,card,Cashfree Fees,approved
EXP001331,M001,2024-09-09,packaging,tape,7353.82,bank_transfer,Cashfree Fees,approved
EXP001332,M001,2024-04-17,salaries,full_time,18256.09,bank_transfer,BlueDart,approved
EXP001333,M001,2024-07-25,salaries,contract,21642.82,bank_transfer,Ecom Express,approved
EXP001334,M001,2024-10-24,payment_gateway,dispute_fee,912.09,card,Urban Warehouse Services,pending
EXP001335,M001,2024-01-24,software,SaaS,4410.2,bank_transfer,Xpressbees,approved
EXP001336,M001,2024-11-17,salaries,incentives,15602.26,card,Bangalore Packaging Co,pending
EXP001337,M001,2024-07-28,cloud,storage,3170.42,card,Shiprocket,approved
EXP001338,M001,2024-09-03,cloud,GCP,2943.59,bank_transfer,Ecom Express,approved
EXP001339,M001,2024-03-29,shipping,air_freight,12079.4,bank_transfer,Bangalore Packaging Co,approved
EXP001340,M001,2024-06-17,shipping,last_mile,14585.78,UPI,Cashfree Fees,approved
EXP001341,M001,2024-11-25,salaries,incentives,13681.45,bank_transfer,Urban Warehouse Services,approved
EXP001342,M001,2024-10-09,salaries,incentives,9447.86,bank_transfer,Shiprocket,approved
EXP001343,M001,2024-05-27,marketing,digital_ads,2147.02,card,Shiprocket,approved
EXP001344,M001,2024-12-18,salaries,overtime,14121.26,card,Xpressbees,approved
EXP001345,M001,2024-05-22,marketing,email_campaigns,7028.62,card,Cashfree Fees,approved
EXP001346,M001,2024-01-15,marketing,digital_ads,17448.24,bank_transfer,Razorpay Fees,approved
EXP001347,M001,2024-11-01,salaries,full_time,22575.36,UPI,AdGrowth Marketing,approved
EXP001348,M001,2024-11-01,marketing,digital_ads,16361.28,bank_transfer,Urban Warehouse Services,pending
EXP001349,M001,2024-07-19,shipping,surface,7348.29,card,Bangalore Packaging Co,approved
EXP001350,M001,2024-10-19,warehouse,utilities,9698.81,card,Delhivery,approved
EXP001351,M001,2024-11-24,shipping,last_mile,15868.15,UPI,Xpressbees,approved
EXP001352,M001,2024-02-02,marketing,influencer,6648.22,bank_transfer,Ecom Express,approved
EXP001353,M001,2024-07-23,software,tools,3240.61,UPI,Xpressbees,pending
EXP001354,M001,2024-03-10,marketing,digital_ads,24156.82,bank_transfer,AdGrowth Marketing,rejected
EXP001355,M001,2024-12-16,warehouse,equipment,24024.57,cash,BlueDart,pending
EXP001356,M001,2024-11-10,shipping,surface,9225.83,bank_transfer,Razorpay Fees,approved
EXP001357,M001,2024-12-25,salaries,full_time,20395.35,card,Shiprocket,approved
EXP001358,M001,2024-10-01,packaging,bubble_wrap,2726.22,bank_transfer,Urban Warehouse Services,approved
EXP001359,M001,2024-04-15,refunds,customer_refund,8287.21,UPI,Bangalore Packaging Co,approved
EXP001360,M001,2024-11-15,shipping,reverse_logistics,6472.38,bank_transfer,Shiprocket,pending
EXP001361,M001,2024-06-22,salaries,contract,34298.97,card,Shiprocket,approved
EXP001362,M001,2024-09-28,shipping,surface,1241.26,bank_transfer,Cashfree Fees,pending
EXP001363,M001,2024-10-14,shipping,last_mile,12590.56,UPI,Shiprocket,approved
EXP001364,M001,2024-10-18,marketing,digital_ads,4013.21,card,Razorpay Fees,approved
EXP001365,M001,2024-12-17,shipping,last_mile,13894.11,bank_transfer,Ecom Express,approved
EXP001366,M001,2024-10-04,marketing,digital_ads,24048.15,bank_transfer,Shiprocket,approved
EXP001367,M001,2024-08-10,warehouse,utilities,3263.82,bank_transfer,Delhivery,pending
EXP001368,M001,2024-11-20,marketing,SEO,22905.24,bank_transfer,Urban Warehouse Services,approved
EXP001369,M001,2024-12-08,warehouse,utilities,9134.72,UPI,Urban Warehouse Services,approved
EXP001370,M001,2024-01-10,marketing,influencer,28877.47,cash,BlueDart,approved
EXP001371,M001,2024-03-11,shipping,reverse_logistics,10075.0,card,Shiprocket,approved
EXP001372,M001,2024-03-07,packaging,tape,1296.05,card,Shiprocket,approved
EXP001373,M001,2024-09-17,refunds,customer_refund,3573.35,card,Ecom Express,pending
EXP001374,M001,2024-11-21,marketing,influencer,18437.97,card,Bangalore Packaging Co,approved
EXP001375,M001,2024-04-12,packaging,labels,8650.0,bank_transfer,AdGrowth Marketing,rejected
EXP001376,M001,2024-09-18,packaging,labels,8127.09,bank_transfer,Delhivery,approved
EXP001377,M001,2024-11-14,shipping,reverse_logistics,2268.85,bank_transfer,Razorpay Fees,pending
EXP001378,M001,2024-01-20,marketing,influencer,1106.34,cash,AdGrowth Marketing,approved
EXP001379,M001,2024-04-11,shipping,reverse_logistics,14959.44,bank_transfer,Urban Warehouse Services,approved
EXP001380,M001,2024-06-17,salaries,incentives,25420.27,card,Razorpay Fees,approved
EXP001381,M001,2024-09-23,salaries,contract,15581.31,bank_transfer,Urban Warehouse Services,approved
EXP001382,M001,2024-02-04,payment_gateway,settlement_charge,6252.87,bank_transfer,Delhivery,approved
EXP001383,M001,2024-03-28,marketing,SEO,5246.61,card,Cashfree Fees,approved
EXP001384,M001,2024-04-20,shipping,surface,4535.71,card,Razorpay Fees,approved
EXP001385,M001,2024-09-14,salaries,overtime,28879.75,bank_transfer,Bangalore Packaging Co,approved
EXP001386,M001,2024-04-04,marketing,email_campaigns,25502.61,card,Xpressbees,approved
EXP001387,M001,2024-05-23,salaries,incentives,7480.29,bank_transfer,Razorpay Fees,approved
EXP001388,M001,2024-10-01,packaging,tape,1624.25,bank_transfer,Shiprocket,approved
EXP001389,M001,2024-01-17,refunds,customer_refund,9739.72,card,Bangalore Packaging Co,approved
EXP001390,M001,2024-10-12,software,SaaS,1691.01,bank_transfer,Delhivery,approved
EXP001391,M001,2024-06-16,salaries,full_time,31754.27,card,Shiprocket,pending
EXP001392,M001,2024-01-23,salaries,overtime,14063.48,UPI,AdGrowth Marketing,approved
EXP001393,M001,2024-10-28,marketing,email_campaigns,27570.24,bank_transfer,Razorpay Fees,approved
EXP001394,M001,2024-01-11,salaries,full_time,33232.88,card,AdGrowth Marketing,approved
EXP001395,M001,2024-11-24,software,subscriptions,418.61,UPI,Cashfree Fees,approved
EXP001396,M001,2024-12-15,packaging,bubble_wrap,241.12,bank_transfer,Shiprocket,approved
EXP001397,M001,2024-02-22,shipping,air_freight,9778.28,bank_transfer,Delhivery,approved
EXP001398,M001,2024-08-31,salaries,incentives,22251.09,UPI,AdGrowth Marketing,approved
EXP001399,M001,2024-08-31,salaries,contract,21460.87,card,Delhivery,pending
EXP001400,M001,2024-08-10,packaging,tape,1451.99,bank_transfer,Ecom Express,approved
EXP001401,M001,2024-12-16,shipping,reverse_logistics,1642.76,cash,Ecom Express,pending
EXP001402,M001,2024-08-23,packaging,labels,6375.19,card,BlueDart,approved
EXP001403,M001,2024-09-28,salaries,overtime,33941.74,UPI,BlueDart,approved
EXP001404,M001,2024-10-05,salaries,full_time,30645.87,UPI,Delhivery,approved
EXP001405,M001,2024-09-09,packaging,bubble_wrap,1514.12,bank_transfer,Razorpay Fees,approved
EXP001406,M001,2024-10-28,salaries,full_time,33865.32,card,Ecom Express,approved
EXP001407,M001,2024-01-29,marketing,email_campaigns,2899.09,cash,Urban Warehouse Services,approved
EXP001408,M001,2024-05-11,salaries,contract,38878.25,bank_transfer,Urban Warehouse Services,approved
EXP001409,M001,2024-04-27,salaries,contract,32803.36,bank_transfer,Delhivery,approved
EXP001410,M001,2024-05-20,shipping,surface,4715.7,cash,Xpressbees,approved
EXP001411,M001,2024-02-15,software,licenses,5181.09,bank_transfer,Ecom Express,approved
EXP001412,M001,2024-10-28,marketing,SEO,26353.11,bank_transfer,BlueDart,approved
EXP001413,M001,2024-04-22,salaries,overtime,24898.55,bank_transfer,Ecom Express,approved
EXP001414,M001,2024-12-22,software,subscriptions,361.69,card,Delhivery,approved
EXP001415,M001,2024-01-26,salaries,incentives,29758.24,card,Urban Warehouse Services,rejected
EXP001416,M001,2024-02-25,salaries,contract,32258.54,UPI,Bangalore Packaging Co,approved
EXP001417,M001,2024-05-29,shipping,air_freight,1723.25,bank_transfer,Urban Warehouse Services,approved
EXP001418,M001,2024-10-03,marketing,digital_ads,17406.68,card,Urban Warehouse Services,approved
EXP001419,M001,2024-04-07,software,subscriptions,2749.93,UPI,BlueDart,pending
EXP001420,M001,2024-05-21,salaries,contract,34652.19,bank_transfer,BlueDart,approved
EXP001421,M001,2024-11-07,shipping,surface,15467.98,bank_transfer,Xpressbees,approved
EXP001422,M001,2024-07-30,packaging,labels,6300.8,bank_transfer,BlueDart,approved
EXP001423,M001,2024-01-28,warehouse,utilities,20769.61,bank_transfer,Ecom Express,approved
EXP001424,M001,2024-06-23,salaries,full_time,23930.37,bank_transfer,Ecom Express,approved
EXP001425,M001,2024-11-18,cloud,AWS,313.69,card,Shiprocket,pending
EXP001426,M001,2024-09-17,returns,reverse_pickup,7504.54,cash,AdGrowth Marketing,approved
EXP001427,M001,2024-07-22,salaries,contract,17881.24,bank_transfer,BlueDart,pending
EXP001428,M001,2024-07-13,salaries,incentives,12959.68,bank_transfer,Delhivery,approved
EXP001429,M001,2024-11-28,salaries,contract,36116.87,UPI,Cashfree Fees,approved
EXP001430,M001,2024-08-27,marketing,influencer,26455.86,bank_transfer,Shiprocket,rejected
EXP001431,M001,2024-04-17,marketing,SEO,23458.81,UPI,Delhivery,approved
EXP001432,M001,2024-10-27,cloud,Azure,1655.94,UPI,Ecom Express,pending
EXP001433,M001,2024-03-07,refunds,customer_refund,8768.7,UPI,Cashfree Fees,pending
EXP001434,M001,2024-09-19,shipping,reverse_logistics,5367.03,bank_transfer,Cashfree Fees,approved
EXP001435,M001,2024-04-19,salaries,overtime,21321.24,bank_transfer,Cashfree Fees,approved
EXP001436,M001,2024-01-18,marketing,email_campaigns,13851.29,bank_transfer,Cashfree Fees,pending
EXP001437,M001,2024-04-28,shipping,last_mile,1993.18,bank_transfer,Cashfree Fees,approved
EXP001438,M001,2024-05-15,refunds,customer_refund,9776.44,card,Shiprocket,approved
EXP001439,M001,2024-10-04,shipping,reverse_logistics,4107.51,bank_transfer,Ecom Express,approved
EXP001440,M001,2024-05-14,shipping,surface,7911.84,bank_transfer,Cashfree Fees,approved
EXP001441,M001,2024-07-24,cloud,GCP,5731.97,bank_transfer,Shiprocket,approved
EXP001442,M001,2024-11-13,marketing,email_campaigns,16066.75,bank_transfer,Shiprocket,approved
EXP001443,M001,2024-11-28,salaries,overtime,9226.41,bank_transfer,Ecom Express,approved
EXP001444,M001,2024-12-04,refunds,customer_refund,6259.55,bank_transfer,AdGrowth Marketing,approved
EXP001445,M001,2024-10-08,cloud,AWS,1366.88,bank_transfer,Xpressbees,approved
EXP001446,M001,2024-03-14,salaries,full_time,8407.16,card,Urban Warehouse Services,approved
EXP001447,M001,2024-01-12,warehouse,staff,20201.24,cash,Urban Warehouse Services,approved
EXP001448,M001,2024-06-27,salaries,full_time,16196.9,bank_transfer,Urban Warehouse Services,approved
EXP001449,M001,2024-03-14,marketing,SEO,21970.88,bank_transfer,Xpressbees,approved
EXP001450,M001,2024-11-27,warehouse,rent,23567.01,UPI,Bangalore Packaging Co,approved
EXP001451,M001,2024-02-19,warehouse,equipment,24085.33,cash,Bangalore Packaging Co,pending
EXP001452,M001,2024-08-30,marketing,email_campaigns,11696.96,bank_transfer,Delhivery,approved
EXP001453,M001,2024-10-30,shipping,last_mile,12635.9,UPI,Ecom Express,approved
EXP001454,M001,2024-08-19,shipping,reverse_logistics,5204.36,card,Xpressbees,approved
EXP001455,M001,2024-11-03,marketing,influencer,23372.78,UPI,Delhivery,approved
EXP001456,M001,2024-03-25,warehouse,rent,14159.66,bank_transfer,Ecom Express,rejected
EXP001457,M001,2024-08-01,marketing,SEO,27210.3,card,Shiprocket,approved
EXP001458,M001,2024-01-26,shipping,reverse_logistics,9213.49,bank_transfer,Delhivery,pending
EXP001459,M001,2024-04-14,returns,reverse_pickup,7876.07,card,AdGrowth Marketing,approved
EXP001460,M001,2024-04-25,refunds,customer_refund,6194.16,bank_transfer,AdGrowth Marketing,approved
EXP001461,M001,2024-10-05,shipping,reverse_logistics,4913.48,card,Delhivery,approved
EXP001462,M001,2024-03-17,shipping,surface,4599.33,card,Razorpay Fees,approved
EXP001463,M001,2024-06-14,marketing,influencer,1963.58,bank_transfer,AdGrowth Marketing,pending
EXP001464,M001,2024-07-21,packaging,boxes,4033.53,bank_transfer,Delhivery,pending
EXP001465,M001,2024-01-31,marketing,email_campaigns,21412.82,UPI,Cashfree Fees,approved
EXP001466,M001,2024-10-06,salaries,incentives,18772.72,bank_transfer,BlueDart,approved
EXP001467,M001,2024-01-15,shipping,air_freight,9291.66,bank_transfer,AdGrowth Marketing,approved
EXP001468,M001,2024-08-08,warehouse,equipment,28556.99,UPI,Ecom Express,approved
EXP001469,M001,2024-08-28,shipping,last_mile,603.33,card,Urban Warehouse Services,approved
EXP001470,M001,2024-11-01,marketing,email_campaigns,13139.63,bank_transfer,Ecom Express,approved
EXP001471,M001,2024-04-21,salaries,full_time,16311.46,card,AdGrowth Marketing,pending
EXP001472,M001,2024-06-18,packaging,labels,1953.06,UPI,Urban Warehouse Services,approved
EXP001473,M001,2024-05-08,salaries,overtime,17695.38,card,Ecom Express,pending
EXP001474,M001,2024-03-01,marketing,digital_ads,16590.85,card,Xpressbees,approved
EXP001475,M001,2024-10-20,salaries,contract,29166.99,bank_transfer,Razorpay Fees,approved
EXP001476,M001,2024-10-31,salaries,overtime,7037.91,UPI,Delhivery,approved
EXP001477,M001,2024-11-15,marketing,influencer,17405.95,bank_transfer,Razorpay Fees,approved
EXP001478,M001,2024-04-26,salaries,overtime,17934.41,card,BlueDart,pending
EXP001479,M001,2024-02-21,marketing,email_campaigns,21238.73,UPI,Delhivery,approved
EXP001480,M001,2024-02-05,salaries,overtime,23196.61,bank_transfer,BlueDart,approved
EXP001481,M001,2024-07-10,warehouse,rent,15347.22,card,Ecom Express,approved
EXP001482,M001,2024-12-17,packaging,boxes,9461.14,UPI,Razorpay Fees,pending
EXP001483,M001,2024-08-26,returns,restocking,5377.8,bank_transfer,Delhivery,approved
EXP001484,M001,2024-09-29,salaries,overtime,23445.11,cash,Bangalore Packaging Co,approved
EXP001485,M001,2024-03-06,marketing,SEO,26842.0,bank_transfer,Ecom Express,approved
EXP001486,M001,2024-01-07,shipping,surface,10376.26,cash,Cashfree Fees,rejected
EXP001487,M001,2024-01-14,salaries,overtime,11656.46,bank_transfer,Bangalore Packaging Co,rejected
EXP001488,M001,2024-11-23,cloud,GCP,2743.9,UPI,Razorpay Fees,approved
EXP001489,M001,2024-02-17,marketing,SEO,18309.4,card,Razorpay Fees,approved
EXP001490,M001,2024-10-12,returns,restocking,3474.49,card,Delhivery,approved
EXP001491,M001,2024-08-08,refunds,chargeback,3458.02,card,Urban Warehouse Services,approved
EXP001492,M001,2024-03-25,returns,restocking,7312.68,bank_transfer,BlueDart,approved
EXP001493,M001,2024-11-07,marketing,email_campaigns,10285.09,bank_transfer,Ecom Express,rejected
EXP001494,M001,2024-01-07,packaging,boxes,6450.17,bank_transfer,BlueDart,approved
EXP001495,M001,2024-04-30,shipping,surface,14445.75,card,Shiprocket,pending
EXP001496,M001,2024-04-21,warehouse,equipment,28473.28,UPI,Cashfree Fees,pending
EXP001497,M001,2024-05-06,salaries,incentives,36174.45,bank_transfer,Cashfree Fees,approved
EXP001498,M001,2024-01-21,marketing,digital_ads,24023.18,cash,Delhivery,approved
EXP001499,M001,2024-05-19,warehouse,utilities,20885.02,cash,Delhivery,approved
EXP001500,M001,2024-12-25,salaries,full_time,18262.1,card,Ecom Express,pending
EXP001501,M001,2024-04-17,marketing,influencer,10371.78,cash,BlueDart,approved
EXP001502,M001,2024-08-29,salaries,incentives,18048.54,bank_transfer,Ecom Express,approved
EXP001503,M001,2024-12-12,marketing,digital_ads,11798.43,cash,Razorpay Fees,approved
EXP001504,M001,2024-12-12,marketing,email_campaigns,28694.13,UPI,Bangalore Packaging Co,pending
EXP001505,M001,2024-12-25,salaries,full_time,23963.83,bank_transfer,Shiprocket,pending
EXP001506,M001,2024-05-03,warehouse,rent,25786.54,UPI,AdGrowth Marketing,approved
EXP001507,M001,2024-08-09,salaries,overtime,11783.3,card,Ecom Express,approved
EXP001508,M001,2024-10-14,refunds,partial_refund,4083.9,bank_transfer,Bangalore Packaging Co,pending
EXP001509,M001,2024-04-24,warehouse,rent,9482.78,cash,Bangalore Packaging Co,rejected
EXP001510,M001,2024-05-30,salaries,full_time,28267.59,bank_transfer,Ecom Express,rejected
EXP001511,M001,2024-02-01,packaging,bubble_wrap,2125.93,bank_transfer,BlueDart,pending
EXP001512,M001,2024-06-13,warehouse,staff,23604.35,UPI,Bangalore Packaging Co,approved
EXP001513,M001,2024-08-08,marketing,digital_ads,9725.07,UPI,Bangalore Packaging Co,pending
EXP001514,M001,2024-04-25,shipping,reverse_logistics,12121.72,bank_transfer,Cashfree Fees,rejected
EXP001515,M001,2024-04-12,shipping,air_freight,13036.48,cash,BlueDart,approved
EXP001516,M001,2024-01-07,shipping,reverse_logistics,3411.3,bank_transfer,Razorpay Fees,approved
EXP001517,M001,2024-03-18,packaging,boxes,5572.62,bank_transfer,Cashfree Fees,approved
EXP001518,M001,2024-12-18,warehouse,rent,23267.75,bank_transfer,Cashfree Fees,approved
EXP001519,M001,2024-10-31,shipping,surface,2719.82,bank_transfer,Delhivery,pending
EXP001520,M001,2024-01-24,salaries,full_time,7799.92,card,Bangalore Packaging Co,pending
EXP001521,M001,2024-12-19,salaries,incentives,27796.66,card,BlueDart,approved
EXP001522,M001,2024-01-10,marketing,email_campaigns,8927.6,bank_transfer,Razorpay Fees,approved
EXP001523,M001,2024-01-05,payment_gateway,transaction_fee,359.3,bank_transfer,Urban Warehouse Services,approved
EXP001524,M001,2024-03-24,salaries,overtime,24241.0,card,Xpressbees,approved
EXP001525,M001,2024-03-30,salaries,overtime,32771.28,bank_transfer,Cashfree Fees,approved
EXP001526,M001,2024-02-03,salaries,contract,8438.36,UPI,Cashfree Fees,approved
EXP001527,M001,2024-01-11,salaries,incentives,13893.9,UPI,BlueDart,pending
EXP001528,M001,2024-01-17,marketing,email_campaigns,14331.74,bank_transfer,Xpressbees,approved
EXP001529,M001,2024-07-06,packaging,labels,9578.58,bank_transfer,Razorpay Fees,approved
EXP001530,M001,2024-09-08,salaries,overtime,36749.52,bank_transfer,Delhivery,approved
EXP001531,M001,2024-01-08,warehouse,equipment,21227.22,bank_transfer,BlueDart,pending
EXP001532,M001,2024-08-15,warehouse,equipment,26666.03,UPI,Ecom Express,pending
EXP001533,M001,2024-01-23,salaries,full_time,12484.56,card,AdGrowth Marketing,approved
EXP001534,M001,2024-11-13,marketing,email_campaigns,27622.17,card,Cashfree Fees,pending
EXP001535,M001,2024-04-02,salaries,incentives,13367.39,bank_transfer,Bangalore Packaging Co,approved
EXP001536,M001,2024-01-11,returns,reverse_pickup,446.06,UPI,AdGrowth Marketing,approved
EXP001537,M001,2024-11-11,marketing,digital_ads,20638.51,cash,BlueDart,approved
EXP001538,M001,2024-12-16,packaging,tape,6520.31,bank_transfer,Ecom Express,approved
EXP001539,M001,2024-03-09,cloud,storage,3114.63,UPI,BlueDart,approved
EXP001540,M001,2024-12-15,shipping,reverse_logistics,12752.5,card,Cashfree Fees,approved
EXP001541,M001,2024-10-04,shipping,surface,8289.43,card,Xpressbees,approved
EXP001542,M001,2024-02-26,salaries,full_time,6292.35,card,BlueDart,approved
EXP001543,M001,2024-12-11,marketing,digital_ads,9503.17,UPI,Cashfree Fees,rejected
EXP001544,M001,2024-12-02,salaries,full_time,11623.54,cash,Shiprocket,approved
EXP001545,M001,2024-12-08,warehouse,equipment,1921.67,card,Razorpay Fees,approved
EXP001546,M001,2024-05-04,salaries,overtime,19486.93,bank_transfer,BlueDart,approved
EXP001547,M001,2024-07-26,refunds,chargeback,4765.33,bank_transfer,BlueDart,approved
