merchant_id,payment_id,order_id,payment_date,payment_method,payment_status,amount,refund_amount,settlement_date,gateway_name
M001,PAY005496,ORD009026,2024-11-30,COD,paid,7119.01,0.0,2024-12-01,PayU
M001,PAY005497,ORD007661,2024-10-25,UPI,failed,0.0,0.0,2024-10-25,Juspay
M001,PAY005498,ORD001735,2024-03-03,COD,paid,4917.12,0.0,2024-03-04,Stripe
M001,PAY005499,ORD003858,2024-05-23,COD,paid,4488.77,0.0,2024-05-26,Cashfree
M001,PAY005500,ORD009647,2024-12-19,UPI,paid,5344.74,0.0,2024-12-24,Cashfree
M001,PAY005501,ORD003761,2024-05-19,COD,paid,2393.94,0.0,2024-05-20,Juspay
M001,PAY005502,ORD009109,2024-12-04,Wallet,paid,9542.6,0.0,2024-12-05,Razorpay
M001,PAY005503,ORD002353,2024-03-30,Wallet,paid,8474.71,0.0,2024-04-03,PayU
M001,PAY005504,ORD005393,2024-08-03,UPI,paid,3501.13,0.0,2024-08-06,PhonePe
M001,PAY005505,ORD006701,2024-09-26,COD,paid,6604.81,0.0,2024-09-28,Cashfree
M001,PAY005506,ORD002448,2024-04-03,Debit Card,paid,2907.78,0.0,2024-04-07,Razorpay
M001,PAY005507,ORD005628,2024-08-12,UPI,paid,800.73,0.0,2024-08-13,Juspay
M001,PAY005508,ORD006469,2024-09-16,Credit Card,paid,957.22,0.0,2024-09-21,Stripe
M001,PAY005509,ORD002535,2024-04-06,UPI,failed,0.0,0.0,2024-04-06,Juspay
M001,PAY005510,ORD009594,2024-12-18,NetBanking,paid,5745.46,0.0,2024-12-22,Razorpay
M001,PAY005511,ORD002764,2024-04-13,COD,pending,6850.46,0.0,2024-04-15,Razorpay
M001,PAY005512,ORD004013,2024-05-29,UPI,paid,1973.32,0.0,2024-05-31,Cashfree
M001,PAY005513,ORD004405,2024-06-17,COD,paid,6218.38,0.0,2024-06-19,PayU
M001,PAY005514,ORD008110,2024-11-07,COD,paid,2247.8,0.0,2024-11-08,Stripe
M001,PAY005515,ORD008646,2024-11-21,Credit Card,paid,6295.24,0.0,2024-11-22,Juspay
M001,PAY005516,ORD005499,2024-08-07,Wallet,paid,1314.41,0.0,2024-08-10,PhonePe
M001,PAY005517,ORD007415,2024-10-16,Debit Card,failed,0.0,0.0,2024-10-16,PayU
M001,PAY005518,ORD002343,2024-03-29,UPI,paid,1393.21,0.0,2024-04-01,Juspay
M001,PAY005519,ORD009917,2024-12-29,Debit Card,paid,6363.52,0.0,2025-01-03,Razorpay
M001,PAY005520,ORD004620,2024-06-26,COD,paid,4174.28,0.0,2024-06-28,PhonePe
M001,PAY005521,ORD009430,2024-12-12,Wallet,paid,5090.31,0.0,2024-12-13,PayU
M001,PAY005522,ORD004442,2024-06-17,Wallet,paid,8101.49,0.0,2024-06-22,Juspay
M001,PAY005523,ORD007947,2024-11-02,Debit Card,paid,5699.0,0.0,2024-11-03,Cashfree
M001,PAY005524,ORD004862,2024-07-07,COD,paid,7730.75,0.0,2024-07-11,Cashfree
M001,PAY005525,ORD000981,2024-01-31,UPI,paid,6813.23,0.0,2024-02-04,PayU
M001,PAY005526,ORD000812,2024-01-27,Debit Card,paid,9597.8,0.0,2024-01-29,Juspay
M001,PAY005527,ORD003250,2024-04-30,COD,paid,3615.24,0.0,2024-05-02,Stripe
M001,PAY005528,ORD007130,2024-10-08,Credit Card,paid,3934.78,0.0,2024-10-10,Razorpay
M001,PAY005529,ORD002317,2024-03-29,UPI,paid,1514.12,0.0,2024-04-01,Juspay
M001,PAY005530,ORD006572,2024-09-21,Debit Card,failed,0.0,0.0,2024-09-21,Juspay
M001,PAY005531,ORD009442,2024-12-14,Credit Card,paid,2738.38,0.0,2024-12-15,Stripe
M001,PAY005532,ORD003741,2024-05-20,Debit Card,paid,2909.4,0.0,2024-05-24,Stripe
M001,PAY005533,ORD003887,2024-05-25,COD,failed,0.0,0.0,2024-05-25,Juspay
M001,PAY005534,ORD007312,2024-10-14,COD,refunded,2056.29,1001.5,2024-10-15,PhonePe
M001,PAY005535,ORD008651,2024-11-20,Credit Card,paid,1554.05,0.0,2024-11-23,PhonePe
M001,PAY005536,ORD009252,2024-12-07,COD,paid,7610.29,0.0,2024-12-08,Cashfree
M001,PAY005537,ORD008294,2024-11-11,COD,paid,7707.12,0.0,2024-11-15,PayU
M001,PAY005538,ORD006827,2024-10-01,Credit Card,paid,2915.42,0.0,2024-10-04,Juspay
M001,PAY005539,ORD002455,2024-04-02,COD,paid,5318.52,0.0,2024-04-04,Stripe
M001,PAY005540,ORD009258,2024-12-08,Debit Card,paid,4480.36,0.0,2024-12-13,PayU
M001,PAY005541,ORD007229,2024-10-11,COD,paid,7186.57,0.0,2024-10-13,Razorpay
M001,PAY005542,ORD004428,2024-06-18,Wallet,paid,7600.2,0.0,2024-06-23,Cashfree
M001,PAY005543,ORD008098,2024-11-07,UPI,paid,7889.84,0.0,2024-11-11,Stripe
M001,PAY005544,ORD009600,2024-12-19,COD,paid,8571.2,0.0,2024-12-20,Razorpay
M001,PAY005545,ORD006850,2024-10-02,UPI,paid,1215.78,0.0,2024-10-07,Cashfree
M001,PAY005546,ORD002789,2024-04-15,Debit Card,paid,1479.53,0.0,2024-04-17,Cashfree
M001,PAY005547,ORD005674,2024-08-15,COD,paid,2549.57,0.0,2024-08-20,Cashfree
M001,PAY005548,ORD001471,2024-02-20,COD,paid,6127.31,0.0,2024-02-23,Juspay
M001,PAY005549,ORD002931,2024-04-19,UPI,paid,6660.95,0.0,2024-04-24,PayU
M001,PAY005550,ORD003677,2024-05-16,Wallet,paid,2128.91,0.0,2024-05-17,Razorpay
M001,PAY005551,ORD003305,2024-05-03,COD,paid,2491.71,0.0,2024-05-07,Stripe
M001,PAY005552,ORD004349,2024-06-14,Wallet,paid,2926.62,0.0,2024-06-16,Juspay
M001,PAY005553,ORD007322,2024-10-14,COD,failed,0.0,0.0,2024-10-14,Stripe
M001,PAY005554,ORD003621,2024-05-14,Debit Card,paid,2590.73,0.0,2024-05-15,Razorpay
M001,PAY005555,ORD003582,2024-05-13,UPI,paid,4574.5,0.0,2024-05-17,Razorpay
M001,PAY005556,ORD004957,2024-07-12,COD,paid,7602.69,0.0,2024-07-16,PhonePe
M001,PAY005557,ORD002639,2024-04-08,Credit Card,paid,4402.0,0.0,2024-04-11,Razorpay
M001,PAY005558,ORD000399,2024-01-13,COD,paid,2335.37,0.0,2024-01-16,Stripe
M001,PAY005559,ORD001372,2024-02-15,NetBanking,paid,3862.45,0.0,2024-02-18,PhonePe
M001,PAY005560,ORD004206,2024-06-07,Wallet,paid,3635.23,0.0,2024-06-10,Cashfree
M001,PAY005561,ORD007530,2024-10-19,COD,refunded,3845.13,1660.2,2024-10-21,Cashfree
M001,PAY005562,ORD000034,2024-01-01,COD,paid,5700.15,0.0,2024-01-05,Razorpay
M001,PAY005563,ORD009513,2024-12-15,COD,paid,10791.42,0.0,2024-12-19,PayU
M001,PAY005564,ORD001001,2024-01-31,Wallet,paid,2826.61,0.0,2024-02-03,Stripe
M001,PAY005565,ORD001484,2024-02-22,Debit Card,paid,3302.51,0.0,2024-02-23,PayU
M001,PAY005566,ORD009581,2024-12-18,COD,paid,4575.23,0.0,2024-12-20,PhonePe
M001,PAY005567,ORD000998,2024-01-31,COD,paid,7582.44,0.0,2024-02-03,PhonePe
M001,PAY005568,ORD006133,2024-09-03,Debit Card,failed,0.0,0.0,2024-09-03,PayU
M001,PAY005569,ORD005819,2024-08-20,NetBanking,paid,8414.24,0.0,2024-08-24,Razorpay
M001,PAY005570,ORD003336,2024-05-04,Wallet,refunded,8908.11,4616.47,2024-05-09,Cashfree
M001,PAY005571,ORD006914,2024-10-02,Credit Card,pending,8078.49,0.0,2024-10-03,PhonePe
M001,PAY005572,ORD003594,2024-05-14,Debit Card,refunded,637.57,379.36,2024-05-18,PayU
M001,PAY005573,ORD000424,2024-01-14,NetBanking,paid,1717.98,0.0,2024-01-16,Razorpay
M001,PAY005574,ORD004926,2024-07-11,UPI,paid,2739.72,0.0,2024-07-16,Cashfree
M001,PAY005575,ORD004479,2024-06-20,UPI,paid,3778.51,0.0,2024-06-22,Juspay
M001,PAY005576,ORD003520,2024-05-10,UPI,paid,4196.53,0.0,2024-05-14,Stripe
M001,PAY005577,ORD005985,2024-08-26,NetBanking,paid,8077.09,0.0,2024-08-29,Razorpay
M001,PAY005578,ORD001789,2024-03-06,COD,paid,9948.6,0.0,2024-03-09,Juspay
M001,PAY005579,ORD002464,2024-04-03,UPI,paid,7893.82,0.0,2024-04-08,Juspay
M001,PAY005580,ORD002002,2024-03-15,UPI,refunded,2346.98,1710.79,2024-03-17,Cashfree
M001,PAY005581,ORD007483,2024-10-18,COD,refunded,7365.44,1995.53,2024-10-23,Cashfree
M001,PAY005582,ORD008054,2024-11-04,UPI,paid,2740.11,0.0,2024-11-09,Cashfree
M001,PAY005583,ORD002144,2024-03-20,Credit Card,paid,9518.65,0.0,2024-03-21,Stripe
M001,PAY005584,ORD007057,2024-10-06,NetBanking,failed,0.0,0.0,2024-10-06,Razorpay
M001,PAY005585,ORD008773,2024-11-23,Debit Card,paid,7528.94,0.0,2024-11-25,PayU
M001,PAY005586,ORD004372,2024-06-15,UPI,paid,1309.14,0.0,2024-06-19,PayU
M001,PAY005587,ORD009324,2024-12-10,Debit Card,paid,2474.3,0.0,2024-12-15,PayU
M001,PAY005588,ORD003969,2024-05-27,COD,refunded,2486.66,359.06,2024-06-01,Razorpay
M001,PAY005589,ORD003403,2024-05-07,COD,paid,7133.29,0.0,2024-05-12,Razorpay
M001,PAY005590,ORD000128,2024-01-05,COD,paid,1563.9,0.0,2024-01-09,Stripe
M001,PAY005591,ORD002828,2024-04-16,COD,paid,584.86,0.0,2024-04-19,Razorpay
M001,PAY005592,ORD004192,2024-06-05,COD,paid,7651.23,0.0,2024-06-09,Razorpay
M001,PAY005593,ORD005635,2024-08-13,Debit Card,paid,7051.93,0.0,2024-08-16,Juspay
M001,PAY005594,ORD004770,2024-07-03,Wallet,paid,10035.18,0.0,2024-07-08,Stripe
M001,PAY005595,ORD000896,2024-01-28,Debit Card,paid,964.63,0.0,2024-01-30,Razorpay
M001,PAY005596,ORD009710,2024-12-21,COD,paid,7197.33,0.0,2024-12-25,Razorpay
M001,PAY005597,ORD008346,2024-11-12,Credit Card,paid,4573.65,0.0,2024-11-15,PhonePe
M001,PAY005598,ORD003658,2024-05-15,Credit Card,refunded,9864.68,1075.74,2024-05-20,PhonePe
M001,PAY005599,ORD004746,2024-07-03,COD,paid,8090.03,0.0,2024-07-07,Cashfree
M001,PAY005600,ORD009440,2024-12-13,COD,paid,6278.88,0.0,2024-12-17,Cashfree
M001,PAY005601,ORD001323,2024-02-14,UPI,refunded,4623.38,2707.38,2024-02-17,Stripe
M001,PAY005602,ORD002755,2024-04-13,UPI,refunded,3155.32,2411.93,2024-04-18,Cashfree
M001,PAY005603,ORD005575,2024-08-10,COD,paid,9666.82,0.0,2024-08-12,Razorpay
M001,PAY005604,ORD001564,2024-02-26,COD,paid,8460.44,0.0,2024-03-01,PhonePe
M001,PAY005605,ORD008135,2024-11-08,Credit Card,paid,1411.17,0.0,2024-11-09,PayU
M001,PAY005606,ORD007723,2024-10-27,Debit Card,paid,2623.94,0.0,2024-10-28,PhonePe
M001,PAY005607,ORD001377,2024-02-17,Wallet,paid,2707.25,0.0,2024-02-20,PhonePe
M001,PAY005608,ORD000351,2024-01-12,UPI,paid,7026.29,0.0,2024-01-14,Razorpay
M001,PAY005609,ORD004708,2024-07-01,Wallet,paid,4155.98,0.0,2024-07-05,PhonePe
M001,PAY005610,ORD004100,2024-06-01,COD,paid,7914.99,0.0,2024-06-05,PayU
M001,PAY005611,ORD003328,2024-05-03,COD,paid,10120.33,0.0,2024-05-05,Razorpay
M001,PAY005612,ORD000508,2024-01-16,UPI,failed,0.0,0.0,2024-01-16,Juspay
M001,PAY005613,ORD006593,2024-09-21,COD,paid,461.48,0.0,2024-09-24,PayU
M001,PAY005614,ORD001494,2024-02-22,COD,refunded,1458.46,725.79,2024-02-24,Stripe
M001,PAY005615,ORD005615,2024-08-11,UPI,paid,2444.21,0.0,2024-08-12,Razorpay
M001,PAY005616,ORD009299,2024-12-09,NetBanking,paid,1778.54,0.0,2024-12-12,Juspay
M001,PAY005617,ORD009147,2024-12-04,Credit Card,paid,1036.2,0.0,2024-12-09,Razorpay
M001,PAY005618,ORD003766,2024-05-20,COD,paid,8691.57,0.0,2024-05-25,PayU
M001,PAY005619,ORD006753,2024-09-28,COD,paid,968.47,0.0,2024-09-29,Stripe
M001,PAY005620,ORD005334,2024-08-01,COD,paid,4088.5,0.0,2024-08-03,Juspay
M001,PAY005621,ORD009284,2024-12-08,UPI,paid,4806.25,0.0,2024-12-11,Cashfree
M001,PAY005622,ORD007025,2024-10-05,Credit Card,pending,6953.91,0.0,2024-10-07,PhonePe
M001,PAY005623,ORD001662,2024-03-02,UPI,paid,3100.31,0.0,2024-03-03,Razorpay
M001,PAY005624,ORD004744,2024-07-01,UPI,failed,0.0,0.0,2024-07-01,PhonePe
M001,PAY005625,ORD009717,2024-12-22,UPI,paid,4378.11,0.0,2024-12-23,Razorpay
M001,PAY005626,ORD001478,2024-02-21,Wallet,paid,7887.05,0.0,2024-02-24,PayU
M001,PAY005627,ORD006036,2024-08-30,NetBanking,paid,1113.35,0.0,2024-08-31,Cashfree
M001,PAY005628,ORD001420,2024-02-18,Credit Card,paid,8306.31,0.0,2024-02-20,Cashfree
M001,PAY005629,ORD009867,2024-12-27,COD,paid,6642.93,0.0,2024-12-30,Cashfree
M001,PAY005630,ORD005699,2024-08-15,Debit Card,paid,3455.29,0.0,2024-08-17,Juspay
M001,PAY005631,ORD001585,2024-02-26,Credit Card,paid,3984.58,0.0,2024-02-29,Stripe
M001,PAY005632,ORD007808,2024-10-28,COD,paid,8419.16,0.0,2024-11-02,Juspay
M001,PAY005633,ORD009850,2024-12-26,COD,refunded,3866.92,2461.66,2024-12-29,Juspay
M001,PAY005634,ORD004070,2024-05-31,COD,paid,2745.87,0.0,2024-06-03,Stripe
M001,PAY005635,ORD001951,2024-03-13,NetBanking,paid,4676.51,0.0,2024-03-18,PhonePe
M001,PAY005636,ORD007380,2024-10-16,Credit Card,paid,713.26,0.0,2024-10-19,Stripe
M001,PAY005637,ORD008976,2024-11-29,COD,paid,6831.34,0.0,2024-11-30,Juspay
M001,PAY005638,ORD003093,2024-04-25,UPI,paid,5908.92,0.0,2024-04-28,Razorpay
M001,PAY005639,ORD005594,2024-08-11,UPI,paid,2619.19,0.0,2024-08-14,PayU
M001,PAY005640,ORD001701,2024-03-02,UPI,paid,2255.78,0.0,2024-03-07,PayU
M001,PAY005641,ORD004278,2024-06-10,Wallet,paid,9458.98,0.0,2024-06-13,Stripe
M001,PAY005642,ORD004331,2024-06-14,Credit Card,paid,4590.32,0.0,2024-06-17,PhonePe
M001,PAY005643,ORD005132,2024-07-23,UPI,paid,1093.27,0.0,2024-07-26,PayU
M001,PAY005644,ORD006591,2024-09-21,COD,paid,8454.95,0.0,2024-09-23,Cashfree
M001,PAY005645,ORD002483,2024-04-03,Credit Card,paid,6301.43,0.0,2024-04-07,Stripe
M001,PAY005646,ORD005600,2024-08-12,Credit Card,paid,8198.77,0.0,2024-08-14,PayU
M001,PAY005647,ORD001058,2024-02-03,NetBanking,refunded,2600.91,758.86,2024-02-04,PayU
M001,PAY005648,ORD001852,2024-03-09,COD,paid,5911.44,0.0,2024-03-10,Razorpay
M001,PAY005649,ORD005528,2024-08-07,COD,pending,2402.33,0.0,2024-08-08,Stripe
M001,PAY005650,ORD001219,2024-02-08,COD,paid,2444.66,0.0,2024-02-11,PhonePe
M001,PAY005651,ORD004287,2024-06-10,Credit Card,paid,1885.46,0.0,2024-06-11,Stripe
M001,PAY005652,ORD000179,2024-01-06,Wallet,failed,0.0,0.0,2024-01-06,PayU
M001,PAY005653,ORD000652,2024-01-22,Credit Card,paid,7739.01,0.0,2024-01-23,PhonePe
M001,PAY005654,ORD003364,2024-05-04,Wallet,paid,9425.86,0.0,2024-05-07,Juspay
M001,PAY005655,ORD000519,2024-01-17,COD,paid,8812.36,0.0,2024-01-20,PayU
M001,PAY005656,ORD004660,2024-06-28,NetBanking,paid,2978.81,0.0,2024-07-01,PhonePe
M001,PAY005657,ORD002004,2024-03-15,COD,pending,7672.86,0.0,2024-03-16,PayU
M001,PAY005658,ORD006264,2024-09-07,Credit Card,paid,1536.96,0.0,2024-09-12,Stripe
M001,PAY005659,ORD000957,2024-01-30,Credit Card,paid,8452.06,0.0,2024-02-02,Juspay
M001,PAY005660,ORD002220,2024-03-24,Credit Card,paid,1873.94,0.0,2024-03-28,Cashfree
M001,PAY005661,ORD006196,2024-09-04,Debit Card,paid,3052.97,0.0,2024-09-07,PhonePe
M001,PAY005662,ORD009784,2024-12-23,Debit Card,paid,10071.33,0.0,2024-12-24,PhonePe
M001,PAY005663,ORD000487,2024-01-15,COD,paid,7707.79,0.0,2024-01-19,Cashfree
M001,PAY005664,ORD002124,2024-03-20,UPI,pending,5137.23,0.0,2024-03-21,Juspay
M001,PAY005665,ORD002465,2024-04-02,Wallet,paid,10175.44,0.0,2024-04-05,Razorpay
M001,PAY005666,ORD007169,2024-10-10,Wallet,paid,8068.4,0.0,2024-10-15,Stripe
M001,PAY005667,ORD008369,2024-11-13,Wallet,paid,6800.55,0.0,2024-11-18,Juspay
M001,PAY005668,ORD005197,2024-07-26,Wallet,paid,6057.31,0.0,2024-07-27,PhonePe
M001,PAY005669,ORD006917,2024-10-03,UPI,paid,1238.23,0.0,2024-10-08,PhonePe
M001,PAY005670,ORD007772,2024-10-28,COD,paid,8310.59,0.0,2024-10-29,PayU
M001,PAY005671,ORD002536,2024-04-06,Credit Card,paid,3038.93,0.0,2024-04-07,Stripe
M001,PAY005672,ORD005807,2024-08-20,Credit Card,paid,3388.42,0.0,2024-08-25,PayU
M001,PAY005673,ORD003705,2024-05-17,COD,paid,5213.44,0.0,2024-05-22,Stripe
M001,PAY005674,ORD005246,2024-07-28,COD,paid,2969.76,0.0,2024-08-01,PayU
M001,PAY005675,ORD008320,2024-11-12,Debit Card,refunded,8926.24,2394.61,2024-11-13,Razorpay
M001,PAY005676,ORD002842,2024-04-15,Credit Card,paid,8046.68,0.0,2024-04-17,Stripe
M001,PAY005677,ORD005433,2024-08-05,Credit Card,paid,4840.67,0.0,2024-08-10,PayU
M001,PAY005678,ORD008604,2024-11-20,UPI,paid,6982.07,0.0,2024-11-21,PhonePe
M001,PAY005679,ORD009733,2024-12-22,UPI,paid,747.4,0.0,2024-12-25,Stripe
M001,PAY005680,ORD008719,2024-11-23,NetBanking,paid,5392.23,0.0,2024-11-25,Razorpay
M001,PAY005681,ORD005179,2024-07-24,COD,paid,9376.49,0.0,2024-07-28,PayU
M001,PAY005682,ORD005796,2024-08-18,Wallet,paid,3519.04,0.0,2024-08-19,Juspay
M001,PAY005683,ORD000737,2024-01-24,UPI,pending,2098.36,0.0,2024-01-26,PhonePe
M001,PAY005684,ORD005515,2024-08-07,UPI,paid,6644.59,0.0,2024-08-11,Razorpay
M001,PAY005685,ORD002925,2024-04-19,COD,paid,3506.08,0.0,2024-04-21,Cashfree
M001,PAY005686,ORD007332,2024-10-14,COD,paid,2018.84,0.0,2024-10-17,Juspay
M001,PAY005687,ORD003816,2024-05-22,UPI,paid,5110.15,0.0,2024-05-24,Juspay
M001,PAY005688,ORD005898,2024-08-23,Credit Card,paid,7176.83,0.0,2024-08-25,PayU
M001,PAY005689,ORD008183,2024-11-08,Debit Card,paid,2505.98,0.0,2024-11-11,Juspay
M001,PAY005690,ORD002179,2024-03-22,COD,paid,5297.87,0.0,2024-03-27,PhonePe
M001,PAY005691,ORD004427,2024-06-17,Credit Card,paid,7550.12,0.0,2024-06-22,Cashfree
M001,PAY005692,ORD005595,2024-08-11,COD,paid,6844.51,0.0,2024-08-13,Razorpay
M001,PAY005693,ORD008619,2024-11-21,NetBanking,paid,6856.8,0.0,2024-11-26,PayU
M001,PAY005694,ORD004281,2024-06-10,Debit Card,paid,8602.81,0.0,2024-06-11,PayU
M001,PAY005695,ORD008201,2024-11-09,COD,paid,8881.67,0.0,2024-11-12,PhonePe
M001,PAY005696,ORD002740,2024-04-13,UPI,paid,5951.27,0.0,2024-04-14,Cashfree
M001,PAY005697,ORD009653,2024-12-19,UPI,refunded,5160.91,2012.64,2024-12-22,Cashfree
M001,PAY005698,ORD007739,2024-10-26,COD,paid,1935.77,0.0,2024-10-30,Razorpay
M001,PAY005699,ORD000436,2024-01-15,COD,paid,1878.44,0.0,2024-01-18,Stripe
M001,PAY005700,ORD006337,2024-09-11,Credit Card,paid,3691.49,0.0,2024-09-15,PhonePe
M001,PAY005701,ORD007748,2024-10-27,COD,paid,1712.09,0.0,2024-10-29,Juspay
M001,PAY005702,ORD009490,2024-12-15,Wallet,paid,2400.52,0.0,2024-12-16,Stripe
M001,PAY005703,ORD000744,2024-01-24,COD,paid,8049.69,0.0,2024-01-27,Stripe
M001,PAY005704,ORD005253,2024-07-28,Debit Card,paid,964.43,0.0,2024-07-29,Stripe
M001,PAY005705,ORD003153,2024-04-27,Debit Card,refunded,1484.56,782.98,2024-05-02,PayU
M001,PAY005706,ORD007222,2024-10-11,UPI,pending,7972.54,0.0,2024-10-13,PhonePe
M001,PAY005707,ORD003002,2024-04-21,Wallet,paid,4122.79,0.0,2024-04-23,PhonePe
M001,PAY005708,ORD000457,2024-01-15,COD,paid,2156.74,0.0,2024-01-18,Razorpay
M001,PAY005709,ORD009748,2024-12-23,COD,paid,5216.71,0.0,2024-12-24,Razorpay
M001,PAY005710,ORD001061,2024-02-03,COD,paid,7429.55,0.0,2024-02-05,Cashfree
M001,PAY005711,ORD005558,2024-08-10,Credit Card,paid,5887.25,0.0,2024-08-14,Stripe
M001,PAY005712,ORD003069,2024-04-24,UPI,paid,7832.22,0.0,2024-04-28,PhonePe
M001,PAY005713,ORD009140,2024-12-04,Debit Card,paid,3384.62,0.0,2024-12-06,Razorpay
M001,PAY005714,ORD000946,2024-01-30,COD,paid,4198.34,0.0,2024-01-31,Cashfree
M001,PAY005715,ORD000534,2024-01-18,COD,paid,8234.69,0.0,2024-01-19,Juspay
M001,PAY005716,ORD004851,2024-07-08,UPI,paid,6233.48,0.0,2024-07-13,Stripe
M001,PAY005717,ORD003679,2024-05-17,Credit Card,paid,7401.72,0.0,2024-05-21,PayU
M001,PAY005718,ORD007967,2024-11-02,COD,refunded,2540.33,809.34,2024-11-06,Cashfree
M001,PAY005719,ORD008909,2024-11-27,COD,paid,3195.36,0.0,2024-11-29,Stripe
M001,PAY005720,ORD008224,2024-11-09,UPI,paid,2508.18,0.0,2024-11-13,Juspay
M001,PAY005721,ORD004918,2024-07-11,Wallet,paid,8154.69,0.0,2024-07-14,Stripe
M001,PAY005722,ORD008453,2024-11-16,Credit Card,paid,6969.75,0.0,2024-11-17,PhonePe
M001,PAY005723,ORD009924,2024-12-29,NetBanking,paid,5518.92,0.0,2025-01-01,PhonePe
M001,PAY005724,ORD004230,2024-06-08,UPI,paid,2725.81,0.0,2024-06-11,Razorpay
M001,PAY005725,ORD005455,2024-08-05,COD,refunded,5160.85,2433.6,2024-08-09,PhonePe
M001,PAY005726,ORD007518,2024-10-19,Credit Card,paid,5158.47,0.0,2024-10-22,PhonePe
M001,PAY005727,ORD005405,2024-08-02,Debit Card,pending,1608.72,0.0,2024-08-04,Cashfree
M001,PAY005728,ORD009913,2024-12-28,Credit Card,paid,6636.91,0.0,2024-12-31,Stripe
M001,PAY005729,ORD007397,2024-10-15,UPI,pending,7188.89,0.0,2024-10-17,PayU
M001,PAY005730,ORD002474,2024-04-04,COD,paid,3333.3,0.0,2024-04-09,PhonePe
M001,PAY005731,ORD007371,2024-10-15,Debit Card,paid,7423.12,0.0,2024-10-18,PayU
M001,PAY005732,ORD006040,2024-08-29,COD,paid,8237.54,0.0,2024-08-31,Juspay
M001,PAY005733,ORD005411,2024-08-03,UPI,refunded,6399.71,6028.86,2024-08-07,PayU
M001,PAY005734,ORD006046,2024-08-29,UPI,paid,9135.86,0.0,2024-08-30,Cashfree
M001,PAY005735,ORD001348,2024-02-15,Wallet,paid,1248.9,0.0,2024-02-16,Cashfree
M001,PAY005736,ORD005346,2024-07-31,COD,paid,4221.26,0.0,2024-08-02,PayU
M001,PAY005737,ORD007670,2024-10-25,COD,paid,5476.4,0.0,2024-10-28,PayU
M001,PAY005738,ORD004639,2024-06-27,COD,failed,0.0,0.0,2024-06-27,Juspay
M001,PAY005739,ORD004823,2024-07-06,COD,paid,5816.76,0.0,2024-07-08,Cashfree
M001,PAY005740,ORD002421,2024-04-01,COD,paid,6424.53,0.0,2024-04-02,PayU
M001,PAY005741,ORD005176,2024-07-25,Credit Card,failed,0.0,0.0,2024-07-25,Razorpay
M001,PAY005742,ORD000442,2024-01-14,NetBanking,paid,8456.95,0.0,2024-01-15,Razorpay
M001,PAY005743,ORD001600,2024-02-28,UPI,paid,3406.89,0.0,2024-03-01,Juspay
M001,PAY005744,ORD007121,2024-10-07,Credit Card,paid,5394.88,0.0,2024-10-12,Cashfree
M001,PAY005745,ORD009405,2024-12-12,UPI,paid,2888.0,0.0,2024-12-14,Juspay
M001,PAY005746,ORD009036,2024-11-30,COD,failed,0.0,0.0,2024-11-30,Juspay
M001,PAY005747,ORD002577,2024-04-07,COD,paid,5681.06,0.0,2024-04-11,Razorpay
M001,PAY005748,ORD002321,2024-03-29,UPI,paid,3277.1,0.0,2024-04-03,Stripe
M001,PAY005749,ORD005086,2024-07-19,UPI,paid,1493.82,0.0,2024-07-21,Cashfree
M001,PAY005750,ORD009734,2024-12-23,COD,paid,4800.94,0.0,2024-12-27,PayU
M001,PAY005751,ORD001630,2024-02-29,COD,refunded,1248.48,1050.81,2024-03-04,Juspay
M001,PAY005752,ORD004106,2024-06-02,COD,paid,8791.57,0.0,2024-06-03,Juspay
M001,PAY005753,ORD004146,2024-06-04,COD,pending,780.74,0.0,2024-06-05,PhonePe
M001,PAY005754,ORD006976,2024-10-03,Debit Card,paid,3318.62,0.0,2024-10-04,Stripe
M001,PAY005755,ORD004950,2024-07-13,Debit Card,failed,0.0,0.0,2024-07-13,PhonePe
M001,PAY005756,ORD000431,2024-01-13,Wallet,paid,4104.41,0.0,2024-01-16,Razorpay
M001,PAY005757,ORD004163,2024-06-04,COD,paid,9684.7,0.0,2024-06-06,Razorpay
M001,PAY005758,ORD006580,2024-09-22,Wallet,paid,2284.53,0.0,2024-09-25,PayU
M001,PAY005759,ORD002272,2024-03-26,Wallet,paid,8481.28,0.0,2024-03-27,Juspay
M001,PAY005760,ORD003544,2024-05-11,UPI,pending,3645.96,0.0,2024-05-12,Juspay
M001,PAY005761,ORD007703,2024-10-25,NetBanking,pending,4574.38,0.0,2024-10-26,PayU
M001,PAY005762,ORD004130,2024-06-03,UPI,failed,0.0,0.0,2024-06-03,Stripe
M001,PAY005763,ORD002689,2024-04-11,COD,paid,5374.43,0.0,2024-04-13,PayU
M001,PAY005764,ORD000530,2024-01-17,UPI,paid,2623.07,0.0,2024-01-21,Juspay
M001,PAY005765,ORD002310,2024-03-28,Wallet,paid,2988.3,0.0,2024-04-02,Razorpay
M001,PAY005766,ORD008718,2024-11-22,Debit Card,paid,2899.68,0.0,2024-11-27,PayU
M001,PAY005767,ORD009804,2024-12-25,COD,paid,1892.11,0.0,2024-12-28,Stripe
M001,PAY005768,ORD008593,2024-11-20,UPI,paid,11013.92,0.0,2024-11-21,Stripe
M001,PAY005769,ORD000446,2024-01-14,Wallet,paid,6790.52,0.0,2024-01-16,PayU
M001,PAY005770,ORD008363,2024-11-13,UPI,paid,1324.54,0.0,2024-11-14,Razorpay
