merchant_id,invoice_id,order_id,vendor_name,invoice_number,invoice_date,billing_period_start,billing_period_end,subtotal,tax_amount,total_amount,currency,invoice_status
M001,INV001322,ORD000779,Razorpay Fees,VINV-001322,2024-02-04,2024-01-21,2024-02-04,6442.14,1159.58,7601.72,INR,approved
M001,INV001323,ORD006574,BlueDart,VINV-001323,2024-10-18,2024-10-08,2024-10-18,4395.07,791.11,5186.18,INR,pending
M001,INV001324,ORD000664,Razorpay Fees,VINV-001324,2024-01-27,2024-01-21,2024-01-27,3852.34,693.42,4545.76,INR,approved
M001,INV001325,ORD004510,AdGrowth Marketing,VINV-001325,2024-06-25,2024-06-07,2024-06-25,2211.39,398.05,2609.44,INR,approved
M001,INV001326,ORD004888,Ecom Express,VINV-001326,2024-07-20,2024-07-18,2024-07-20,3539.95,637.19,4177.14,INR,approved
M001,INV001327,ORD001035,Delhivery,VINV-001327,2024-02-26,2024-01-27,2024-02-26,6315.6,1136.81,7452.41,INR,approved
M001,INV001328,ORD008475,Xpressbees,VINV-001328,2024-12-01,2024-11-12,2024-12-01,4497.62,809.57,5307.19,INR,approved
M001,INV001329,ORD004273,Urban Warehouse Services,VINV-001329,2024-06-13,2024-05-17,2024-06-13,2534.62,456.23,2990.85,INR,approved
M001,INV001330,ORD006813,AdGrowth Marketing,VINV-001330,2024-10-19,2024-09-19,2024-10-19,5163.25,929.39,6092.64,INR,approved
M001,INV001331,ORD000767,Bangalore Packaging Co,VINV-001331,2024-02-08,2024-01-16,2024-02-08,4387.62,789.77,5177.39,INR,approved
M001,INV001332,ORD009594,Ecom Express,VINV-001332,2025-01-01,2024-12-21,2025-01-01,4859.07,874.63,5733.7,INR,approved
M001,INV001333,ORD003505,Xpressbees,VINV-001333,2024-05-12,2024-05-04,2024-05-12,6914.54,1244.62,8159.16,INR,approved
M001,INV001334,ORD009342,Shiprocket,VINV-001334,2024-12-12,2024-11-30,2024-12-12,8381.71,1508.71,9890.42,INR,disputed
M001,INV001335,ORD009567,AdGrowth Marketing,VINV-001335,2025-01-02,2024-12-10,2025-01-02,1859.85,334.77,2194.62,INR,approved
M001,INV001336,ORD001006,Ecom Express,VINV-001336,2024-02-28,2024-01-30,2024-02-28,1723.86,310.29,2034.15,INR,approved
M001,INV001337,ORD000653,BlueDart,VINV-001337,2024-02-14,2024-01-17,2024-02-14,5328.97,959.22,6288.19,INR,approved
M001,INV001338,ORD000695,Urban Warehouse Services,VINV-001338,2024-02-06,2024-01-19,2024-02-06,2674.09,481.34,3155.43,INR,approved
M001,INV001339,ORD003168,Urban Warehouse Services,VINV-001339,2024-05-06,2024-05-03,2024-05-06,2663.78,479.48,3143.26,INR,approved
M001,INV001340,ORD005811,Bangalore Packaging Co,VINV-001340,2024-09-10,2024-08-17,2024-09-10,4511.81,812.12,5323.93,INR,approved
M001,INV001341,ORD003923,Shiprocket,VINV-001341,2024-06-04,2024-05-05,2024-06-04,609.19,109.65,718.84,INR,approved
M001,INV001342,ORD003004,Razorpay Fees,VINV-001342,2024-05-13,2024-04-20,2024-05-13,1102.72,198.49,1301.21,INR,approved
M001,INV001343,ORD008610,Delhivery,VINV-001343,2024-11-26,2024-11-25,2024-11-26,5966.69,1074.0,7040.69,INR,approved
M001,INV001344,ORD004656,BlueDart,VINV-001344,2024-07-25,2024-07-14,2024-07-25,5310.92,955.97,6266.89,INR,rejected
M001,INV001345,ORD006919,Ecom Express,VINV-001345,2024-10-03,2024-09-10,2024-10-03,2374.81,427.46,2802.27,INR,pending
M001,INV001346,ORD009894,Delhivery,VINV-001346,2025-01-25,2025-01-09,2025-01-25,5472.46,985.04,6457.5,INR,disputed
M001,INV001347,ORD006262,Bangalore Packaging Co,VINV-001347,2024-09-25,2024-09-07,2024-09-25,6650.24,1197.04,7847.28,INR,approved
M001,INV001348,ORD007373,Shiprocket,VINV-001348,2024-11-14,2024-10-21,2024-11-14,7473.41,1345.21,8818.62,INR,approved
M001,INV001349,ORD007309,Ecom Express,VINV-001349,2024-10-19,2024-10-01,2024-10-19,4030.07,725.41,4755.48,INR,approved
M001,INV001350,ORD001976,Urban Warehouse Services,VINV-001350,2024-03-14,2024-02-14,2024-03-14,5969.29,1074.47,7043.76,INR,approved
M001,INV001351,VORD000090,AdGrowth Marketing,VINV-001351,2024-10-19,2024-10-17,2024-10-19,29430.04,5297.41,34727.45,INR,approved
M001,INV001352,ORD009642,Shiprocket,VINV-001352,2025-01-12,2025-01-02,2025-01-12,2355.03,423.91,2778.94,INR,approved
M001,INV001353,ORD005584,Shiprocket,VINV-001353,2024-09-04,2024-09-03,2024-09-04,6214.11,1118.54,7332.65,INR,approved
M001,INV001354,ORD008048,Xpressbees,VINV-001354,2024-11-06,2024-10-11,2024-11-06,7513.29,1352.39,8865.68,INR,approved
M001,INV001355,ORD009954,Urban Warehouse Services,VINV-001355,2025-01-18,2024-12-24,2025-01-18,2750.34,495.06,3245.4,INR,approved
M001,INV001356,ORD001523,Delhivery,VINV-001356,2024-03-10,2024-03-05,2024-03-10,6411.02,1153.98,7565.0,INR,approved
M001,INV001357,ORD009166,AdGrowth Marketing,VINV-001357,2024-12-25,2024-12-04,2024-12-25,32856.19,5914.11,38770.3,INR,approved
M001,INV001358,ORD000561,Delhivery,VINV-001358,2024-01-21,2024-01-14,2024-01-21,7368.49,1326.33,8694.82,INR,pending
M001,INV001359,ORD001695,Delhivery,VINV-001359,2024-03-09,2024-02-12,2024-03-09,4710.43,847.88,5558.31,INR,approved
M001,INV001360,ORD000758,Xpressbees,VINV-001360,2024-02-02,2024-01-06,2024-02-02,2487.75,447.79,2935.54,INR,approved
M001,INV001361,ORD006694,Shiprocket,VINV-001361,2024-10-16,2024-10-01,2024-10-16,7160.96,1288.97,8449.93,INR,approved
M001,INV001362,ORD004895,Cashfree Fees,VINV-001362,2024-07-13,2024-06-28,2024-07-13,483.47,87.02,570.49,INR,approved
M001,INV001363,ORD005837,Bangalore Packaging Co,VINV-001363,2024-09-19,2024-09-07,2024-09-19,3870.29,696.65,4566.94,INR,disputed
M001,INV001364,ORD007069,Bangalore Packaging Co,VINV-001364,2024-10-29,2024-10-06,2024-10-29,2563.77,461.48,3025.25,INR,approved
M001,INV001365,ORD003391,Ecom Express,VINV-001365,2024-05-31,2024-05-17,2024-05-31,3194.45,575.0,3769.45,INR,disputed
M001,INV001366,ORD002919,Bangalore Packaging Co,VINV-001366,2024-05-01,2024-04-09,2024-05-01,3467.12,624.08,4091.2,INR,approved
M001,INV001367,VORD000032,Xpressbees,VINV-001367,2024-05-31,2024-05-17,2024-05-31,34117.27,6141.11,40258.38,INR,approved
M001,INV001368,ORD001630,Bangalore Packaging Co,VINV-001368,2024-03-10,2024-02-12,2024-03-10,1069.4,192.49,1261.89,INR,approved
M001,INV001369,ORD004917,Xpressbees,VINV-001369,2024-08-07,2024-07-21,2024-08-07,4518.52,813.33,5331.85,INR,disputed
M001,INV001370,ORD001272,Cashfree Fees,VINV-001370,2024-02-21,2024-01-26,2024-02-21,2402.07,432.37,2834.44,INR,approved
M001,INV001371,ORD007200,Delhivery,VINV-001371,2024-11-01,2024-10-18,2024-11-01,6704.75,1206.85,7911.6,INR,disputed
M001,INV001372,ORD000825,Shiprocket,VINV-001372,2024-02-21,2024-02-14,2024-02-21,1986.08,357.5,2343.58,INR,disputed
M001,INV001373,ORD008541,Bangalore Packaging Co,VINV-001373,2024-11-24,2024-11-17,2024-11-24,3872.35,697.02,4569.37,INR,approved
M001,INV001374,ORD003621,Ecom Express,VINV-001374,2024-06-07,2024-05-21,2024-06-07,2219.63,399.53,2619.16,INR,disputed
M001,INV001375,ORD000594,Bangalore Packaging Co,VINV-001375,2024-02-18,2024-01-24,2024-02-18,3686.21,663.52,4349.73,INR,approved
M001,INV001376,ORD008739,Bangalore Packaging Co,VINV-001376,2024-12-08,2024-12-05,2024-12-08,8285.47,1491.39,9776.86,INR,approved
M001,INV001377,ORD009651,Bangalore Packaging Co,VINV-001377,2024-12-27,2024-11-30,2024-12-27,7120.52,1281.69,8402.21,INR,approved
M001,INV001378,ORD009017,Xpressbees,VINV-001378,2024-12-08,2024-11-28,2024-12-08,1615.69,290.83,1906.52,INR,rejected
M001,INV001379,ORD002726,Razorpay Fees,VINV-001379,2024-05-07,2024-04-12,2024-05-07,28437.58,5118.77,33556.35,INR,approved
M001,INV001380,ORD002430,Razorpay Fees,VINV-001380,2024-04-27,2024-04-20,2024-04-27,5018.79,903.38,5922.17,INR,rejected
M001,INV001381,ORD003789,BlueDart,VINV-001381,2024-06-06,2024-05-27,2024-06-06,26815.57,4826.8,31642.37,INR,approved
M001,INV001382,ORD001876,Cashfree Fees,VINV-001382,2024-03-23,2024-03-19,2024-03-23,4379.36,788.29,5167.65,INR,approved
M001,INV001383,ORD007626,Delhivery,VINV-001383,2024-11-04,2024-10-11,2024-11-04,642.28,115.61,757.89,INR,approved
M001,INV001384,ORD001699,Bangalore Packaging Co,VINV-001384,2024-03-25,2024-03-05,2024-03-25,5004.12,900.74,5904.86,INR,approved
M001,INV001385,ORD009430,Xpressbees,VINV-001385,2024-12-31,2024-12-01,2024-12-31,4383.73,789.07,5172.8,INR,disputed
M001,INV001386,ORD001079,Urban Warehouse Services,VINV-001386,2024-02-03,2024-01-19,2024-02-03,4536.3,816.53,5352.83,INR,approved
M001,INV001387,ORD009199,Cashfree Fees,VINV-001387,2024-12-31,2024-12-15,2024-12-31,2443.81,439.88,2883.69,INR,approved
M001,INV001388,ORD008390,Razorpay Fees,VINV-001388,2024-12-13,2024-11-19,2024-12-13,640.92,115.36,756.28,INR,approved
M001,INV001389,ORD006374,Urban Warehouse Services,VINV-001389,2024-10-02,2024-09-16,2024-10-02,3482.23,626.8,4109.03,INR,approved
M001,INV001390,ORD000454,Shiprocket,VINV-001390,2024-02-04,2024-01-16,2024-02-04,4202.86,756.52,4959.38,INR,pending
M001,INV001391,ORD002345,Urban Warehouse Services,VINV-001391,2024-04-10,2024-04-09,2024-04-10,2403.22,432.58,2835.8,INR,approved
M001,INV001392,ORD003563,Delhivery,VINV-001392,2024-05-26,2024-05-03,2024-05-26,808.42,145.51,953.93,INR,approved
M001,INV001393,ORD001993,Urban Warehouse Services,VINV-001393,2024-04-13,2024-04-02,2024-04-13,8817.67,1587.18,10404.85,INR,pending
M001,INV001394,ORD007573,Xpressbees,VINV-001394,2024-10-22,2024-09-28,2024-10-22,1151.31,207.24,1358.55,INR,approved
M001,INV001395,ORD002645,Bangalore Packaging Co,VINV-001395,2024-05-04,2024-04-20,2024-05-04,3602.87,648.52,4251.39,INR,approved
M001,INV001396,ORD002892,AdGrowth Marketing,VINV-001396,2024-04-28,2024-04-12,2024-04-28,1893.67,340.86,2234.53,INR,rejected
M001,INV001397,ORD008852,Razorpay Fees,VINV-001397,2024-12-25,2024-12-19,2024-12-25,2479.41,446.29,2925.7,INR,approved
M001,INV001398,ORD002914,Ecom Express,VINV-001398,2024-04-26,2024-04-09,2024-04-26,7751.03,1395.19,9146.22,INR,pending
M001,INV001399,ORD004150,Xpressbees,VINV-001399,2024-06-25,2024-06-01,2024-06-25,1364.31,245.58,1609.89,INR,approved
M001,INV001400,ORD004230,Urban Warehouse Services,VINV-001400,2024-07-07,2024-06-23,2024-07-07,2271.8,408.92,2680.72,INR,approved
M001,INV001401,ORD005769,Urban Warehouse Services,VINV-001401,2024-09-06,2024-08-14,2024-09-06,19516.61,3512.99,23029.6,INR,approved
M001,INV001402,ORD004812,AdGrowth Marketing,VINV-001402,2024-07-21,2024-06-22,2024-07-21,2237.52,402.75,2640.27,INR,approved
M001,INV001403,ORD009456,Cashfree Fees,VINV-001403,2025-01-09,2024-12-31,2025-01-09,8139.77,1465.16,9604.93,INR,approved
M001,INV001404,ORD008351,Ecom Express,VINV-001404,2024-12-06,2024-11-13,2024-12-06,5013.84,902.49,5916.33,INR,pending
M001,INV001405,ORD006776,AdGrowth Marketing,VINV-001405,2024-10-15,2024-09-19,2024-10-15,3003.35,540.6,3543.95,INR,pending
M001,INV001406,ORD001478,Razorpay Fees,VINV-001406,2024-03-20,2024-03-17,2024-03-20,6578.66,1184.16,7762.82,INR,approved
M001,INV001407,ORD002206,Bangalore Packaging Co,VINV-001407,2024-04-17,2024-04-08,2024-04-17,687.48,123.75,811.23,INR,disputed
M001,INV001408,ORD004819,Delhivery,VINV-001408,2024-07-06,2024-06-18,2024-07-06,6056.24,1090.12,7146.36,INR,approved
M001,INV001409,ORD006578,Delhivery,VINV-001409,2024-09-26,2024-09-14,2024-09-26,4681.09,842.6,5523.69,INR,approved
M001,INV001410,ORD009141,Cashfree Fees,VINV-001410,2024-12-18,2024-11-18,2024-12-18,5174.03,931.32,6105.35,INR,approved
M001,INV001411,ORD009839,Xpressbees,VINV-001411,2025-01-19,2024-12-31,2025-01-19,1774.08,319.33,2093.41,INR,approved
M001,INV001412,VORD000083,Cashfree Fees,VINV-001412,2024-11-12,2024-10-16,2024-11-12,36702.0,6606.36,43308.36,INR,pending
M001,INV001413,ORD004682,BlueDart,VINV-001413,2024-07-15,2024-07-05,2024-07-15,6736.18,1212.51,7948.69,INR,approved
M001,INV001414,ORD005816,AdGrowth Marketing,VINV-001414,2024-09-01,2024-08-27,2024-09-01,3029.54,545.32,3574.86,INR,approved
M001,INV001415,ORD006353,Bangalore Packaging Co,VINV-001415,2024-09-18,2024-09-14,2024-09-18,2475.6,445.61,2921.21,INR,approved
M001,INV001416,ORD007014,Xpressbees,VINV-001416,2024-10-22,2024-10-09,2024-10-22,1817.66,327.18,2144.84,INR,disputed
M001,INV001417,ORD000672,Xpressbees,VINV-001417,2024-02-03,2024-01-25,2024-02-03,7368.21,1326.28,8694.49,INR,disputed
M001,INV001418,ORD004077,AdGrowth Marketing,VINV-001418,2024-06-25,2024-05-26,2024-06-25,3895.75,701.24,4596.99,INR,approved
M001,INV001419,ORD009512,Ecom Express,VINV-001419,2024-12-19,2024-11-30,2024-12-19,7266.56,1307.98,8574.54,INR,approved
M001,INV001420,ORD007654,AdGrowth Marketing,VINV-001420,2024-11-15,2024-11-10,2024-11-15,1565.23,281.74,1846.97,INR,approved
M001,INV001421,ORD007108,Shiprocket,VINV-001421,2024-10-26,2024-10-13,2024-10-26,4455.08,801.91,5256.99,INR,approved
M001,INV001422,ORD007559,Bangalore Packaging Co,VINV-001422,2024-11-13,2024-11-12,2024-11-13,4663.96,839.51,5503.47,INR,approved
M001,INV001423,ORD003245,Razorpay Fees,VINV-001423,2024-05-10,2024-04-15,2024-05-10,5830.2,1049.44,6879.64,INR,disputed
M001,INV001424,ORD005880,AdGrowth Marketing,VINV-001424,2024-09-12,2024-08-19,2024-09-12,6104.82,1098.87,7203.69,INR,approved
M001,INV001425,ORD006268,BlueDart,VINV-001425,2024-09-29,2024-09-26,2024-09-29,1520.81,273.75,1794.56,INR,approved
M001,INV001426,ORD002868,Razorpay Fees,VINV-001426,2024-04-26,2024-04-04,2024-04-26,3206.83,577.23,3784.06,INR,approved
M001,INV001427,ORD003475,BlueDart,VINV-001427,2024-06-06,2024-05-19,2024-06-06,1082.33,194.82,1277.15,INR,approved
M001,INV001428,ORD008173,BlueDart,VINV-001428,2024-11-26,2024-11-20,2024-11-26,37173.1,6691.16,43864.26,INR,approved
M001,INV001429,ORD000889,AdGrowth Marketing,VINV-001429,2024-02-01,2024-01-18,2024-02-01,3703.4,666.61,4370.01,INR,approved
M001,INV001430,ORD008105,AdGrowth Marketing,VINV-001430,2024-11-22,2024-10-29,2024-11-22,7700.28,1386.05,9086.33,INR,approved
M001,INV001431,ORD000048,Urban Warehouse Services,VINV-001431,2024-01-10,2023-12-11,2024-01-10,4442.19,799.59,5241.78,INR,approved
M001,INV001432,ORD006123,Razorpay Fees,VINV-001432,2024-10-01,2024-09-21,2024-10-01,2519.74,453.55,2973.29,INR,approved
M001,INV001433,ORD003523,Cashfree Fees,VINV-001433,2024-05-30,2024-05-14,2024-05-30,2828.96,509.21,3338.17,INR,approved
M001,INV001434,ORD002173,Ecom Express,VINV-001434,2024-04-13,2024-04-06,2024-04-13,1124.95,202.49,1327.44,INR,approved
M001,INV001435,ORD000122,Bangalore Packaging Co,VINV-001435,2024-01-14,2023-12-22,2024-01-14,3565.36,641.76,4207.12,INR,approved
M001,INV001436,ORD006115,Shiprocket,VINV-001436,2024-09-13,2024-09-07,2024-09-13,37965.24,6833.74,44798.98,INR,approved
M001,INV001437,ORD005217,Xpressbees,VINV-001437,2024-08-21,2024-08-18,2024-08-21,7691.13,1384.4,9075.53,INR,approved
M001,INV001438,ORD006014,Urban Warehouse Services,VINV-001438,2024-09-27,2024-09-19,2024-09-27,3593.14,646.77,4239.91,INR,approved
M001,INV001439,ORD006962,Xpressbees,VINV-001439,2024-10-24,2024-10-16,2024-10-24,7960.36,1432.87,9393.23,INR,approved
M001,INV001440,ORD001547,Cashfree Fees,VINV-001440,2024-03-08,2024-02-26,2024-03-08,2865.89,515.86,3381.75,INR,approved
M001,INV001441,ORD000534,BlueDart,VINV-001441,2024-02-03,2024-01-11,2024-02-03,7029.98,1265.4,8295.38,INR,approved
M001,INV001442,ORD006731,Ecom Express,VINV-001442,2024-10-02,2024-09-13,2024-10-02,7040.02,1267.2,8307.22,INR,pending
M001,INV001443,ORD009022,Xpressbees,VINV-001443,2024-12-10,2024-12-08,2024-12-10,2156.19,388.12,2544.31,INR,disputed
M001,INV001444,ORD007948,BlueDart,VINV-001444,2024-11-18,2024-11-03,2024-11-18,9294.47,1673.0,10967.47,INR,approved
M001,INV001445,ORD005137,BlueDart,VINV-001757,2024-08-08,2024-07-25,2024-08-08,3373.22,607.18,3980.4,INR,disputed
M001,INV001446,ORD000756,Delhivery,VINV-001446,2024-01-28,2024-01-25,2024-01-28,4203.14,756.56,4959.7,INR,disputed
M001,INV001447,ORD000378,Delhivery,VINV-001447,2024-01-24,2024-01-06,2024-01-24,6976.04,1255.69,8231.73,INR,approved
M001,INV001448,ORD001914,AdGrowth Marketing,VINV-001448,2024-04-04,2024-03-24,2024-04-04,1437.5,258.75,1696.25,INR,approved
M001,INV001449,ORD003390,Urban Warehouse Services,VINV-001449,2024-05-11,2024-04-28,2024-05-11,2460.56,442.9,2903.46,INR,approved
M001,INV001450,ORD007388,AdGrowth Marketing,VINV-001450,2024-10-31,2024-10-06,2024-10-31,6730.19,1211.44,7941.63,INR,pending
M001,INV001451,ORD005659,Delhivery,VINV-001451,2024-08-23,2024-08-02,2024-08-23,3794.64,683.03,4477.67,INR,pending
M001,INV001452,ORD004260,Razorpay Fees,VINV-001452,2024-06-19,2024-06-11,2024-06-19,4824.77,868.46,5693.23,INR,approved
M001,INV001453,ORD003953,AdGrowth Marketing,VINV-001453,2024-05-29,2024-04-30,2024-05-29,28206.97,5077.26,33284.23,INR,pending
M001,INV001454,ORD003593,Shiprocket,VINV-001454,2024-06-08,2024-06-01,2024-06-08,606.14,109.11,715.25,INR,pending
M001,INV001455,ORD004985,Ecom Express,VINV-001455,2024-07-15,2024-07-01,2024-07-15,2412.0,434.16,2846.16,INR,approved
M001,INV001456,ORD006705,Shiprocket,VINV-000231,2024-10-24,2024-09-30,2024-10-24,5085.71,915.43,6001.14,INR,approved
M001,INV001457,ORD009317,Bangalore Packaging Co,VINV-001457,2024-12-26,2024-12-23,2024-12-26,4743.1,853.76,5596.86,INR,approved
M001,INV001458,ORD005097,Xpressbees,VINV-001458,2024-08-13,2024-07-25,2024-08-13,5131.57,923.68,6055.25,INR,approved
M001,INV001459,ORD001865,Delhivery,VINV-001459,2024-03-23,2024-03-02,2024-03-23,6406.32,1153.14,7559.46,INR,approved
M001,INV001460,ORD009038,AdGrowth Marketing,VINV-001460,2024-12-19,2024-12-04,2024-12-19,4693.65,844.86,5538.51,INR,approved
M001,INV001461,ORD000516,Cashfree Fees,VINV-001461,2024-01-21,2024-01-10,2024-01-21,2018.37,363.31,2381.68,INR,approved
M001,INV001462,ORD003790,Cashfree Fees,VINV-001462,2024-06-13,2024-05-23,2024-06-13,5985.64,1077.41,7063.05,INR,approved
M001,INV001463,ORD009215,Shiprocket,VINV-001463,2024-12-10,2024-11-20,2024-12-10,7608.51,1369.53,8978.04,INR,approved
M001,INV001464,ORD004999,Ecom Express,VINV-001464,2024-08-13,2024-07-23,2024-08-13,8731.7,1571.71,10303.41,INR,pending
M001,INV001465,ORD004755,Cashfree Fees,VINV-001465,2024-07-20,2024-06-28,2024-07-20,8782.69,1580.88,10363.57,INR,approved
M001,INV001466,ORD003718,Bangalore Packaging Co,VINV-001466,2024-05-26,2024-05-18,2024-05-26,2340.81,421.35,2762.16,INR,approved
M001,INV001467,ORD002777,Shiprocket,VINV-001467,2024-04-23,2024-04-19,2024-04-23,4828.51,869.13,5697.64,INR,approved
M001,INV001468,ORD007525,Delhivery,VINV-001468,2024-11-04,2024-10-15,2024-11-04,5189.15,934.05,6123.2,INR,approved
M001,INV001469,ORD003082,BlueDart,VINV-001469,2024-05-13,2024-04-23,2024-05-13,4500.51,810.09,5310.6,INR,pending
M001,INV001470,ORD004925,Cashfree Fees,VINV-000867,2024-07-16,2024-06-29,2024-07-16,7457.67,1342.38,8800.05,INR,rejected
M001,INV001471,ORD001564,BlueDart,VINV-001471,2024-03-16,2024-03-15,2024-03-16,7183.27,1292.99,8476.26,INR,approved
M001,INV001472,ORD002966,Bangalore Packaging Co,VINV-001472,2024-04-28,2024-03-31,2024-04-28,625.18,112.53,737.71,INR,approved
M001,INV001473,ORD003249,AdGrowth Marketing,VINV-001473,2024-05-26,2024-05-19,2024-05-26,6883.0,1238.94,8121.94,INR,approved
M001,INV001474,ORD009460,Urban Warehouse Services,VINV-001474,2025-01-01,2024-12-06,2025-01-01,3472.97,625.13,4098.1,INR,approved
M001,INV001475,ORD003780,Cashfree Fees,VINV-001475,2024-05-25,2024-05-22,2024-05-25,7026.1,1264.7,8290.8,INR,pending
M001,INV001476,ORD006941,BlueDart,VINV-001476,2024-10-29,2024-10-27,2024-10-29,9404.57,1692.82,11097.39,INR,rejected
M001,INV001477,ORD005276,BlueDart,VINV-001477,2024-08-21,2024-08-06,2024-08-21,392.81,70.7,463.51,INR,approved
M001,INV001478,ORD004154,Xpressbees,VINV-001478,2024-06-23,2024-06-02,2024-06-23,3914.86,704.67,4619.53,INR,approved
M001,INV001479,ORD002903,Delhivery,VINV-001479,2024-05-09,2024-04-26,2024-05-09,6730.25,1211.44,7941.69,INR,approved
M001,INV001480,ORD008441,Ecom Express,VINV-001480,2024-12-13,2024-11-30,2024-12-13,1045.65,188.22,1233.87,INR,approved
M001,INV001481,ORD005580,Razorpay Fees,VINV-001481,2024-08-29,2024-08-04,2024-08-29,3875.75,697.64,4573.39,INR,approved
M001,INV001482,ORD009327,Urban Warehouse Services,VINV-001482,2024-12-16,2024-11-24,2024-12-16,38572.64,6943.08,45515.72,INR,pending
M001,INV001483,ORD005193,Bangalore Packaging Co,VINV-001483,2024-08-13,2024-08-11,2024-08-13,2630.88,473.56,3104.44,INR,approved
M001,INV001484,ORD003657,Urban Warehouse Services,VINV-001484,2024-06-01,2024-05-08,2024-06-01,5037.97,906.84,5944.81,INR,approved
M001,INV001485,ORD000615,Delhivery,VINV-001485,2024-01-25,2023-12-28,2024-01-25,1956.49,352.17,2308.66,INR,approved
M001,INV001486,ORD006437,Cashfree Fees,VINV-001486,2024-10-03,2024-10-01,2024-10-03,7570.62,1362.71,8933.33,INR,approved
M001,INV001487,ORD007836,BlueDart,VINV-001487,2024-11-02,2024-10-17,2024-11-02,7208.42,1297.51,8505.93,INR,approved
M001,INV001488,ORD007204,Urban Warehouse Services,VINV-001488,2024-10-20,2024-10-11,2024-10-20,35545.9,6398.26,41944.16,INR,approved
M001,INV001489,ORD001493,Ecom Express,VINV-001489,2024-03-12,2024-02-22,2024-03-12,3166.18,569.91,3736.09,INR,approved
M001,INV001490,ORD002968,Ecom Express,VINV-001490,2024-05-03,2024-04-27,2024-05-03,994.89,179.08,1173.97,INR,rejected
M001,INV001491,ORD004826,Delhivery,VINV-001491,2024-08-04,2024-08-01,2024-08-04,4622.51,832.05,5454.56,INR,approved
M001,INV001492,ORD005147,Cashfree Fees,VINV-001492,2024-07-23,2024-06-26,2024-07-23,5159.75,928.76,6088.51,INR,approved
M001,INV001493,ORD006401,Bangalore Packaging Co,VINV-001493,2024-10-08,2024-09-10,2024-10-08,1418.8,255.38,1674.18,INR,approved
M001,INV001494,ORD007160,Delhivery,VINV-001494,2024-10-21,2024-10-18,2024-10-21,7368.68,1326.36,8695.04,INR,approved
M001,INV001495,ORD003795,Ecom Express,VINV-001495,2024-06-11,2024-05-15,2024-06-11,5717.01,1029.06,6746.07,INR,approved
M001,INV001496,ORD000977,Ecom Express,VINV-001496,2024-02-24,2024-02-08,2024-02-24,2033.82,366.09,2399.91,INR,approved
M001,INV001497,ORD004578,BlueDart,VINV-001497,2024-06-24,2024-06-15,2024-06-24,6419.29,1155.47,7574.76,INR,approved
M001,INV001498,ORD005761,Urban Warehouse Services,VINV-001498,2024-09-03,2024-08-18,2024-09-03,37959.36,6832.68,44792.04,INR,approved
M001,INV001499,ORD002492,Shiprocket,VINV-001499,2024-04-07,2024-03-22,2024-04-07,6056.18,1090.11,7146.29,INR,approved
M001,INV001500,ORD002810,Xpressbees,VINV-001500,2024-04-17,2024-04-12,2024-04-17,41642.62,7495.67,49138.29,INR,approved
M001,INV001501,ORD004945,Bangalore Packaging Co,VINV-001501,2024-08-04,2024-07-05,2024-08-04,4353.83,783.69,5137.52,INR,approved
M001,INV001502,ORD001295,Bangalore Packaging Co,VINV-001502,2024-03-03,2024-02-18,2024-03-03,4535.75,816.43,5352.18,INR,approved
M001,INV001503,ORD009846,Razorpay Fees,VINV-001503,2025-01-16,2024-12-23,2025-01-16,3282.97,590.93,3873.9,INR,pending
M001,INV001504,ORD004767,Razorpay Fees,VINV-001504,2024-07-14,2024-07-06,2024-07-14,6668.42,1200.32,7868.74,INR,pending
M001,INV001505,ORD001376,Cashfree Fees,VINV-001505,2024-03-04,2024-02-09,2024-03-04,6105.81,1099.04,7204.85,INR,pending
M001,INV001506,ORD006937,Xpressbees,VINV-001506,2024-10-20,2024-09-26,2024-10-20,4936.42,888.56,5824.98,INR,approved
M001,INV001507,ORD006643,Razorpay Fees,VINV-001507,2024-09-24,2024-09-21,2024-09-24,3312.84,596.31,3909.15,INR,pending
M001,INV001508,ORD006026,Delhivery,VINV-001508,2024-09-04,2024-09-01,2024-09-04,3052.78,549.5,3602.28,INR,approved
M001,INV001509,ORD007436,Shiprocket,VINV-001509,2024-11-08,2024-10-31,2024-11-08,1984.91,357.28,2342.19,INR,approved
M001,INV001510,ORD004551,BlueDart,VINV-001510,2024-07-15,2024-07-08,2024-07-15,3355.09,603.92,3959.01,INR,approved
M001,INV001511,ORD001698,Ecom Express,VINV-001511,2024-03-18,2024-03-01,2024-03-18,2468.27,444.29,2912.56,INR,approved
M001,INV001512,ORD000854,Cashfree Fees,VINV-001512,2024-02-01,2024-01-14,2024-02-01,2999.54,539.92,3539.46,INR,approved
M001,INV001513,ORD000171,Bangalore Packaging Co,VINV-001513,2024-01-20,2024-01-15,2024-01-20,5882.32,1058.82,6941.14,INR,approved
M001,INV001514,ORD009702,Urban Warehouse Services,VINV-001514,2025-01-07,2024-12-26,2025-01-07,4889.03,880.02,5769.05,INR,pending
M001,INV001515,ORD007573,Ecom Express,VINV-001515,2024-11-12,2024-10-17,2024-11-12,1131.42,203.66,1335.08,INR,pending
M001,INV001516,ORD006365,Shiprocket,VINV-001516,2024-10-09,2024-10-05,2024-10-09,3278.97,590.22,3869.19,INR,approved
M001,INV001517,ORD006154,Xpressbees,VINV-001517,2024-09-06,2024-08-12,2024-09-06,3698.38,665.71,4364.09,INR,disputed
