merchant_id,order_id,customer_id,order_date,sku,category,quantity,gross_amount,discount_amount,tax_amount,net_amount,payment_method,order_status,city,state,shipment_days,delivery_status
M001,ORD004146,CUST000067,2024-06-03,SKU-HOM-4817,home,1,760.18,63.09,83.65,780.74,COD,confirmed,Bangalore,Karnataka,1,delivered
M001,ORD004147,CUST002417,2024-06-03,SKU-ACC-2448,accessories,2,8934.45,464.84,423.48,8893.09,COD,delivered,Bangalore,Karnataka,2,delayed
M001,ORD004148,CUST002139,2024-06-03,SKU-BEA-6111,beauty,2,1464.16,233.17,221.58,1452.57,Debit Card,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004149,CUST002096,2024-06-03,SKU-LIF-1010,lifestyle,3,3912.92,45.28,193.38,4061.02,Credit Card,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004150,CUST006226,2024-06-03,SKU-BEA-3989,beauty,4,1502.24,35.58,176.0,1642.66,Credit Card,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004151,CUST002783,2024-06-03,SKU-HOM-4336,home,4,2366.49,437.91,96.43,2025.01,UPI,delivered,Bangalore,Karnataka,7,delayed
M001,ORD004152,CUST005185,2024-06-03,SKU-FAS-2174,fashion,1,549.15,137.81,74.04,485.38,NetBanking,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004153,CUST000306,2024-06-03,SKU-FOO-5708,footwear,4,9107.29,2508.79,791.82,7390.32,COD,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004154,CUST001918,2024-06-03,SKU-FAS-1483,fashion,2,4264.3,1159.19,558.92,3664.03,Debit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004155,CUST004789,2024-06-03,SKU-BEA-5905,beauty,4,862.26,120.87,88.97,830.36,COD,confirmed,Bangalore,Karnataka,1,delayed
M001,ORD004156,CUST004537,2024-06-03,SKU-HOM-4021,home,4,7365.13,548.12,818.04,7635.05,COD,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004157,CUST004365,2024-06-03,SKU-BEA-2484,beauty,1,8904.28,133.38,1578.76,10349.66,COD,cancelled,Bangalore,Karnataka,5,cancelled
M001,ORD004158,CUST003311,2024-06-03,SKU-HOM-4653,home,1,6820.16,688.4,306.59,6438.35,UPI,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004159,CUST006452,2024-06-04,SKU-FOO-7400,footwear,4,6207.29,1212.97,249.72,5244.04,UPI,delivered,Bangalore,Karnataka,4,delayed
M001,ORD004160,CUST001277,2024-06-04,SKU-ACC-5769,accessories,4,3304.55,497.88,505.2,3311.87,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004161,CUST004111,2024-06-04,SKU-HOM-3485,home,2,7739.86,1605.4,1104.2,7238.66,UPI,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004162,CUST005580,2024-06-04,SKU-FOO-3216,footwear,4,2896.93,233.03,133.19,2797.09,UPI,returned,Bangalore,Karnataka,10,returned
M001,ORD004163,CUST000803,2024-06-04,SKU-FOO-6983,footwear,1,9549.57,1339.59,1477.8,9687.78,COD,returned,Bangalore,Karnataka,5,returned
M001,ORD004164,CUST005443,2024-06-04,SKU-FOO-6597,footwear,1,5375.45,1062.2,215.66,4528.91,Debit Card,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004165,CUST006419,2024-06-04,SKU-ACC-5819,accessories,1,8974.08,1243.87,386.51,8116.72,UPI,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004166,CUST004317,2024-06-04,SKU-LIF-5422,lifestyle,1,4325.17,70.69,510.54,4765.02,COD,processing,Bangalore,Karnataka,4,delivered
M001,ORD004167,CUST004391,2024-06-04,SKU-LIF-2305,lifestyle,4,3782.45,204.72,429.33,4007.06,UPI,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004168,CUST004208,2024-06-04,SKU-HOM-4664,home,4,7394.93,1483.31,295.58,6207.2,Credit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004169,CUST000880,2024-06-04,SKU-FOO-5561,footwear,2,5531.14,1239.58,772.48,5064.04,COD,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004170,CUST005077,2024-06-04,SKU-HOM-9009,home,3,7756.98,0.37,1396.19,9152.8,Credit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004171,CUST005325,2024-06-04,SKU-LIF-3864,lifestyle,1,3542.59,570.72,356.62,3328.49,COD,processing,Bangalore,Karnataka,6,delivered
M001,ORD004172,CUST005975,2024-06-04,SKU-FOO-1771,footwear,1,1834.27,444.81,250.1,1639.56,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004173,CUST002321,2024-06-04,SKU-FAS-1383,fashion,1,3117.9,244.64,517.19,3390.45,UPI,returned,Bangalore,Karnataka,6,returned
M001,ORD004174,CUST000967,2024-06-04,SKU-BEA-6483,beauty,4,7141.21,1376.01,288.26,6053.46,UPI,cancelled,Bangalore,Karnataka,8,cancelled
M001,ORD004175,CUST006438,2024-06-04,SKU-LIF-8778,lifestyle,2,1349.46,254.78,197.04,1291.72,NetBanking,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004176,CUST004580,2024-06-04,SKU-HOM-1599,home,1,7155.98,2077.3,253.93,5332.61,Credit Card,confirmed,Bangalore,Karnataka,1,delivered
M001,ORD004177,CUST003642,2024-06-04,SKU-LIF-7482,lifestyle,3,3865.32,1019.38,512.27,3358.21,NetBanking,confirmed,Bangalore,Karnataka,3,delayed
M001,ORD004178,CUST006040,2024-06-05,SKU-LIF-7363,lifestyle,3,9289.2,1741.15,1358.65,8906.7,Credit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004179,CUST000828,2024-06-05,SKU-ACC-6917,accessories,4,2709.84,671.01,366.99,2405.82,NetBanking,confirmed,Bangalore,Karnataka,9,delayed
M001,ORD004180,CUST005534,2024-06-05,SKU-FAS-4708,fashion,3,6467.97,613.06,1053.88,6908.79,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004181,CUST005973,2024-06-05,SKU-LIF-1316,lifestyle,1,7087.16,646.46,322.04,6762.74,COD,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004182,CUST003886,2024-06-05,SKU-FOO-2140,footwear,4,4480.29,85.32,219.75,4614.72,Debit Card,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004183,CUST001530,2024-06-05,SKU-FOO-8761,footwear,4,4853.34,231.85,831.87,5453.36,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004184,CUST001265,2024-06-05,SKU-BEA-9899,beauty,2,2280.37,369.99,343.87,2254.25,UPI,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004185,CUST002580,2024-06-05,SKU-LIF-3395,lifestyle,1,7298.12,1570.78,687.28,6414.62,UPI,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004186,CUST002490,2024-06-05,SKU-LIF-8098,lifestyle,3,3824.4,123.52,666.16,4367.04,Wallet,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004187,CUST004630,2024-06-05,SKU-FAS-5519,fashion,3,728.95,38.17,124.34,815.12,COD,delivered,Bangalore,Karnataka,3,delayed
M001,ORD004188,CUST000860,2024-06-05,SKU-LIF-4407,lifestyle,2,5790.77,202.64,279.41,5867.54,COD,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004189,CUST004803,2024-06-05,SKU-FAS-3454,fashion,4,9084.41,589.73,424.73,8919.41,NetBanking,confirmed,Bangalore,Karnataka,10,delivered
M001,ORD004190,CUST005377,2024-06-05,SKU-FAS-3518,fashion,1,2071.38,494.59,78.84,1655.63,Credit Card,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004191,CUST001179,2024-06-05,SKU-LIF-9364,lifestyle,1,7952.18,1298.86,1197.6,7850.92,Credit Card,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004192,CUST004385,2024-06-05,SKU-ACC-3309,accessories,2,7265.12,13.66,362.57,7614.03,COD,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004193,CUST004336,2024-06-05,SKU-ACC-7745,accessories,4,6727.02,2.27,1210.45,7935.2,UPI,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004194,CUST003322,2024-06-05,SKU-FAS-1515,fashion,1,1487.47,156.18,66.56,1397.85,Debit Card,delivered,Bangalore,Karnataka,9,delayed
M001,ORD004195,CUST003525,2024-06-05,SKU-ACC-5119,accessories,3,1339.93,37.64,65.11,1367.4,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004196,CUST003092,2024-06-05,SKU-FAS-4920,fashion,2,1398.35,91.47,235.24,1542.12,COD,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004197,CUST000472,2024-06-05,SKU-BEA-5493,beauty,2,9362.51,1332.45,401.5,8431.56,Debit Card,confirmed,Bangalore,Karnataka,4,delayed
M001,ORD004198,CUST000856,2024-06-06,SKU-BEA-6359,beauty,4,1762.33,309.06,261.59,1714.86,COD,delivered,Bangalore,Karnataka,3,delayed
M001,ORD004199,CUST004943,2024-06-06,SKU-HOM-8483,home,2,8850.14,156.0,434.71,9128.85,Credit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004200,CUST002165,2024-06-06,SKU-LIF-9141,lifestyle,2,1612.05,146.01,175.92,1641.96,COD,confirmed,Bangalore,Karnataka,7,delayed
M001,ORD004201,CUST001479,2024-06-06,SKU-ACC-5356,accessories,4,5019.07,1044.79,198.71,4172.99,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004202,CUST001846,2024-06-06,SKU-HOM-7724,home,1,6605.97,1893.4,565.51,5278.08,UPI,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004203,CUST000253,2024-06-06,SKU-BEA-3524,beauty,4,743.22,93.59,77.96,727.59,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004204,CUST002598,2024-06-06,SKU-HOM-4550,home,1,8294.96,1671.38,1192.24,7815.82,Debit Card,delivered,Bangalore,Karnataka,6,delayed
M001,ORD004205,CUST002330,2024-06-06,SKU-BEA-7469,beauty,1,5464.0,388.18,609.1,5684.92,UPI,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004206,CUST005809,2024-06-06,SKU-FAS-7801,fashion,1,3774.73,519.16,390.67,3646.24,Wallet,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004207,CUST001624,2024-06-06,SKU-LIF-2758,lifestyle,3,6771.19,992.09,1040.24,6819.34,COD,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004208,CUST003475,2024-06-06,SKU-FOO-7995,footwear,2,1496.41,215.2,64.06,1345.27,Credit Card,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004209,CUST000173,2024-06-06,SKU-BEA-4388,beauty,3,9198.48,1541.28,1378.3,9035.5,Credit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004210,CUST003765,2024-06-06,SKU-LIF-2232,lifestyle,1,4520.48,546.84,198.68,4172.32,COD,delivered,Bangalore,Karnataka,5,delayed
M001,ORD004211,CUST003778,2024-06-06,SKU-FAS-5454,fashion,3,6635.52,1588.91,605.59,5652.2,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004212,CUST003194,2024-06-06,SKU-FOO-6020,footwear,4,1419.09,315.44,198.66,1302.31,COD,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004213,CUST006164,2024-06-06,SKU-ACC-5503,accessories,4,2098.43,547.39,279.19,1830.23,Credit Card,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004214,CUST004596,2024-06-06,SKU-FOO-8997,footwear,4,1014.45,232.28,93.86,876.03,UPI,confirmed,Bangalore,Karnataka,2,delayed
M001,ORD004215,CUST004339,2024-06-06,SKU-BEA-7897,beauty,1,3715.02,433.9,590.6,3871.72,COD,processing,Bangalore,Karnataka,9,delayed
M001,ORD004216,CUST004722,2024-06-06,SKU-LIF-9510,lifestyle,3,7082.86,2001.02,914.73,5996.57,Credit Card,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004217,CUST002909,2024-06-06,SKU-ACC-5034,accessories,1,3450.41,848.59,468.33,3070.15,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004218,CUST001477,2024-06-06,SKU-BEA-9382,beauty,3,4504.38,733.37,452.52,4223.53,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004219,CUST003436,2024-06-06,SKU-BEA-1479,beauty,2,6391.59,1843.14,818.72,5367.17,UPI,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004220,CUST001784,2024-06-06,SKU-FOO-6900,footwear,2,7310.52,1642.81,680.13,6347.84,Debit Card,delivered,Bangalore,Karnataka,3,delayed
M001,ORD004221,CUST004435,2024-06-06,SKU-ACC-2619,accessories,1,8727.05,1118.11,380.45,7989.39,NetBanking,returned,Bangalore,Karnataka,7,returned
M001,ORD004222,CUST005205,2024-06-06,SKU-FOO-1506,footwear,4,5501.82,559.82,889.56,5831.56,Debit Card,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004223,CUST000909,2024-06-06,SKU-BEA-8070,beauty,1,3426.59,410.33,361.95,3378.21,UPI,confirmed,Bangalore,Karnataka,6,delivered
M001,ORD004224,CUST005488,2024-06-06,SKU-FOO-9191,footwear,1,8080.01,2275.76,696.51,6500.76,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004225,CUST003092,2024-06-06,SKU-BEA-2687,beauty,3,6996.18,109.18,344.35,7231.35,Debit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004226,CUST004900,2024-06-06,SKU-HOM-7087,home,4,5168.29,1259.1,469.1,4378.29,COD,cancelled,Bangalore,Karnataka,5,cancelled
M001,ORD004227,CUST002633,2024-06-07,SKU-FOO-2698,footwear,3,9360.22,2381.29,348.95,7327.88,COD,processing,Bangalore,Karnataka,10,delivered
M001,ORD004228,CUST003446,2024-06-07,SKU-HOM-1356,home,1,3859.46,961.39,144.9,3042.97,UPI,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004229,CUST001550,2024-06-07,SKU-BEA-8788,beauty,1,9095.17,2224.17,1236.78,8107.78,Credit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004230,CUST002622,2024-06-07,SKU-LIF-6392,lifestyle,1,3411.65,987.29,290.92,2715.28,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004231,CUST004664,2024-06-07,SKU-LIF-8941,lifestyle,3,4228.17,821.85,613.14,4019.46,Debit Card,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004232,CUST005116,2024-06-07,SKU-BEA-9627,beauty,4,6241.2,1839.3,528.23,4930.13,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004233,CUST001615,2024-06-07,SKU-HOM-8668,home,1,4957.86,112.06,872.24,5718.04,UPI,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004234,CUST001622,2024-06-07,SKU-LIF-2047,lifestyle,2,7122.41,450.77,1200.9,7872.54,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004235,CUST004036,2024-06-07,SKU-FOO-3498,footwear,1,8693.99,936.83,387.86,8145.02,COD,returned,Bangalore,Karnataka,7,returned
M001,ORD004236,CUST000622,2024-06-07,SKU-LIF-5485,lifestyle,4,5253.48,1518.91,672.22,4406.79,Wallet,delivered,Bangalore,Karnataka,8,delayed
M001,ORD004237,CUST000844,2024-06-07,SKU-FAS-5731,fashion,4,1421.81,109.17,157.52,1470.16,Debit Card,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004238,CUST006369,2024-06-07,SKU-FOO-1791,footwear,1,2099.73,579.56,182.42,1702.59,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004239,CUST005007,2024-06-07,SKU-LIF-4991,lifestyle,2,5033.17,929.35,492.46,4596.28,COD,processing,Bangalore,Karnataka,8,delayed
M001,ORD004240,CUST004871,2024-06-07,SKU-LIF-6960,lifestyle,3,3914.24,1156.5,330.93,3088.67,COD,cancelled,Bangalore,Karnataka,6,cancelled
M001,ORD004241,CUST002330,2024-06-08,SKU-ACC-1737,accessories,2,5186.87,826.66,218.01,4578.22,Wallet,returned,Bangalore,Karnataka,2,returned
M001,ORD004242,CUST001775,2024-06-08,SKU-FOO-4698,footwear,3,9083.2,2299.32,814.07,7597.95,UPI,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004243,CUST003675,2024-06-08,SKU-ACC-9028,accessories,4,1722.88,36.27,84.33,1770.94,Debit Card,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004244,CUST001844,2024-06-08,SKU-BEA-8121,beauty,4,5121.53,1210.82,703.93,4614.64,UPI,confirmed,Bangalore,Karnataka,2,delivered
M001,ORD004245,CUST003101,2024-06-08,SKU-ACC-5792,accessories,3,8979.01,1454.61,1354.39,8878.79,COD,processing,Bangalore,Karnataka,9,delivered
M001,ORD004246,CUST005651,2024-06-08,SKU-FOO-1580,footwear,3,9280.87,1708.84,378.6,7950.63,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004247,CUST004114,2024-06-08,SKU-FOO-4667,footwear,2,1043.58,52.0,49.58,1041.16,COD,delivered,Bangalore,Karnataka,2,delayed
M001,ORD004248,CUST001907,2024-06-08,SKU-ACC-1954,accessories,1,8770.81,1106.77,1379.53,9043.57,COD,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004249,CUST001118,2024-06-08,SKU-FOO-8334,footwear,4,2388.73,365.44,101.16,2124.45,UPI,processing,Bangalore,Karnataka,9,delivered
M001,ORD004250,CUST002538,2024-06-08,SKU-HOM-7236,home,3,6781.56,782.28,299.96,6299.24,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004251,CUST004739,2024-06-08,SKU-BEA-2804,beauty,4,9909.01,1217.82,1564.41,10255.6,UPI,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004252,CUST003779,2024-06-08,SKU-ACC-7058,accessories,4,9013.47,1753.17,871.24,8131.54,Debit Card,returned,Bangalore,Karnataka,6,returned
M001,ORD004253,CUST002377,2024-06-08,SKU-BEA-8637,beauty,1,3529.82,708.96,338.5,3159.36,Wallet,delivered,Bangalore,Karnataka,1,delayed
M001,ORD004254,CUST003953,2024-06-08,SKU-LIF-5444,lifestyle,4,3389.06,429.11,532.79,3492.74,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004255,CUST006137,2024-06-08,SKU-BEA-7316,beauty,4,4193.96,570.4,652.24,4275.8,UPI,confirmed,Bangalore,Karnataka,1,delivered
M001,ORD004256,CUST006374,2024-06-08,SKU-LIF-8545,lifestyle,3,8362.15,1117.35,869.38,8114.18,COD,returned,Bangalore,Karnataka,8,returned
M001,ORD004257,CUST006274,2024-06-08,SKU-HOM-3645,home,1,2162.84,283.29,93.98,1973.53,Debit Card,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004258,CUST003020,2024-06-08,SKU-ACC-4945,accessories,2,2357.37,32.86,278.94,2603.45,UPI,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004259,CUST003599,2024-06-08,SKU-HOM-1620,home,1,2022.52,255.9,211.99,1978.61,COD,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004260,CUST003553,2024-06-08,SKU-FOO-9136,footwear,4,4997.38,209.77,861.77,5649.38,Debit Card,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004261,CUST003929,2024-06-08,SKU-FOO-8906,footwear,3,2012.75,92.99,345.56,2265.32,COD,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004262,CUST000785,2024-06-09,SKU-LIF-6536,lifestyle,4,2849.9,526.88,418.14,2741.16,Credit Card,delivered,Bangalore,Karnataka,10,delayed
M001,ORD004263,CUST004115,2024-06-09,SKU-FAS-2071,fashion,1,1345.05,88.9,150.74,1406.89,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004264,CUST002285,2024-06-09,SKU-FOO-2779,footwear,2,9837.94,2346.24,374.59,7866.29,UPI,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004265,CUST001948,2024-06-09,SKU-FOO-6234,footwear,4,8946.25,2233.95,805.48,7517.78,Wallet,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004266,CUST003102,2024-06-09,SKU-FOO-4523,footwear,2,4288.24,6.65,214.08,4495.67,Credit Card,processing,Bangalore,Karnataka,5,delivered
M001,ORD004267,CUST002436,2024-06-09,SKU-HOM-5145,home,4,520.24,135.28,46.2,431.16,Debit Card,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004268,CUST004833,2024-06-09,SKU-LIF-1046,lifestyle,3,825.98,217.49,73.02,681.51,Debit Card,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004269,CUST002545,2024-06-09,SKU-BEA-1138,beauty,2,5813.32,1732.35,204.05,4285.02,Debit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004270,CUST000254,2024-06-09,SKU-LIF-5601,lifestyle,2,2708.78,42.41,133.32,2799.69,Debit Card,processing,Bangalore,Karnataka,1,delivered
M001,ORD004271,CUST002485,2024-06-09,SKU-HOM-5851,home,1,1579.72,410.72,210.42,1379.42,COD,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004272,CUST004740,2024-06-09,SKU-FAS-2570,fashion,4,740.54,207.21,26.67,560.0,Wallet,confirmed,Bangalore,Karnataka,10,delivered
M001,ORD004273,CUST001524,2024-06-09,SKU-HOM-9911,home,2,3977.68,1124.28,142.67,2996.07,Debit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004274,CUST004597,2024-06-09,SKU-FOO-1408,footwear,2,6343.79,721.12,281.13,5903.8,Debit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004275,CUST003857,2024-06-09,SKU-FOO-9296,footwear,4,3467.95,767.57,486.07,3186.45,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004276,CUST001333,2024-06-09,SKU-HOM-5052,home,4,1519.27,229.28,154.8,1444.79,COD,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004277,CUST002954,2024-06-09,SKU-ACC-8307,accessories,2,8560.34,434.44,1462.66,9588.56,UPI,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004278,CUST004688,2024-06-09,SKU-LIF-2723,lifestyle,2,9386.58,906.31,1017.63,9497.9,Wallet,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004279,CUST006451,2024-06-09,SKU-FOO-6317,footwear,3,7460.05,1371.04,304.45,6393.46,Debit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004280,CUST003706,2024-06-09,SKU-LIF-8523,lifestyle,3,707.05,188.32,25.94,544.67,Debit Card,delivered,Bangalore,Karnataka,2,delivered
M001,ORD004281,CUST005881,2024-06-09,SKU-HOM-1802,home,2,7670.8,388.45,1310.82,8593.17,Debit Card,returned,Bangalore,Karnataka,4,returned
M001,ORD004282,CUST004107,2024-06-09,SKU-BEA-9524,beauty,4,666.68,42.6,112.33,736.41,Wallet,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004283,CUST004966,2024-06-10,SKU-FOO-2427,footwear,1,2415.58,192.88,400.09,2622.79,Debit Card,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004284,CUST000788,2024-06-10,SKU-BEA-5638,beauty,4,2271.82,302.72,98.46,2067.56,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004285,CUST003807,2024-06-10,SKU-FAS-3932,fashion,2,802.96,62.16,37.04,777.84,Credit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004286,CUST006404,2024-06-10,SKU-FOO-5282,footwear,3,4232.53,99.92,495.91,4628.52,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD004287,CUST003493,2024-06-10,SKU-FOO-1641,footwear,4,2143.55,456.71,202.42,1889.26,Credit Card,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004288,CUST005940,2024-06-10,SKU-LIF-7002,lifestyle,4,3777.96,208.31,428.36,3998.01,Credit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004289,CUST001580,2024-06-10,SKU-ACC-5599,accessories,2,4452.43,745.44,444.84,4151.83,UPI,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004290,CUST004056,2024-06-10,SKU-LIF-9925,lifestyle,4,5557.85,822.54,852.36,5587.67,Debit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004291,CUST003986,2024-06-10,SKU-FOO-7132,footwear,4,6893.48,589.0,315.22,6619.7,COD,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004292,CUST004543,2024-06-10,SKU-ACC-4782,accessories,3,4051.7,246.65,684.91,4489.96,UPI,delivered,Bangalore,Karnataka,3,delivered
M001,ORD004293,CUST002645,2024-06-10,SKU-BEA-9954,beauty,3,5969.15,850.63,255.93,5374.45,NetBanking,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004294,CUST004113,2024-06-11,SKU-FAS-3622,fashion,1,4196.09,33.43,208.13,4370.79,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD004295,CUST003455,2024-06-11,SKU-ACC-3008,accessories,2,4860.0,442.79,530.07,4947.28,NetBanking,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004296,CUST002704,2024-06-11,SKU-FAS-3764,fashion,2,1452.99,174.36,63.93,1342.56,NetBanking,delivered,Bangalore,Karnataka,4,delivered
M001,ORD004297,CUST002651,2024-06-11,SKU-HOM-1502,home,3,5985.7,1492.21,808.83,5302.32,COD,processing,Bangalore,Karnataka,1,delivered
M001,ORD004298,CUST004962,2024-06-11,SKU-LIF-8532,lifestyle,1,9903.01,1260.6,432.12,9074.53,Wallet,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004299,CUST005192,2024-06-11,SKU-FOO-2276,footwear,1,4994.58,1405.64,646.01,4234.95,COD,delivered,Bangalore,Karnataka,10,delivered
M001,ORD004300,CUST006167,2024-06-11,SKU-ACC-5541,accessories,4,5640.55,1240.74,791.97,5191.78,Credit Card,delivered,Bangalore,Karnataka,6,delivered
M001,ORD004301,CUST005929,2024-06-11,SKU-ACC-8915,accessories,3,2136.5,507.02,195.54,1825.02,Debit Card,confirmed,Bangalore,Karnataka,4,delayed
M001,ORD004302,CUST005894,2024-06-11,SKU-HOM-4342,home,3,7715.42,855.19,823.23,7683.46,Credit Card,processing,Bangalore,Karnataka,1,delivered
M001,ORD004303,CUST001569,2024-06-11,SKU-FOO-1351,footwear,2,2170.24,47.7,106.13,2228.67,UPI,processing,Bangalore,Karnataka,1,delivered
M001,ORD004304,CUST006487,2024-06-11,SKU-FAS-5488,fashion,1,4290.51,517.55,679.13,4452.09,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004305,CUST000219,2024-06-11,SKU-FOO-6744,footwear,2,3657.19,497.21,379.2,3539.18,Credit Card,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004306,CUST005724,2024-06-11,SKU-LIF-5637,lifestyle,3,650.54,87.4,101.37,664.51,UPI,delivered,Bangalore,Karnataka,1,delayed
M001,ORD004307,CUST000556,2024-06-11,SKU-HOM-7288,home,1,7913.8,1297.9,1190.86,7806.76,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD004308,CUST002399,2024-06-11,SKU-BEA-5461,beauty,4,1728.1,44.36,202.05,1885.79,UPI,delivered,Bangalore,Karnataka,8,delivered
M001,ORD004309,CUST006117,2024-06-12,SKU-HOM-5316,home,1,2427.92,436.63,358.43,2349.72,Credit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD004310,CUST002436,2024-06-12,SKU-ACC-8855,accessories,4,3527.93,964.85,307.57,2870.65,Credit Card,confirmed,Bangalore,Karnataka,2,delayed
M001,ORD004311,CUST005490,2024-06-12,SKU-ACC-7685,accessories,4,7880.57,681.76,863.86,8062.67,COD,delivered,Bangalore,Karnataka,10,delivered
